     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,03/23/2019-03/29/2019,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,                                                                   
R013,34TH STREET & 8TH AVENUE      ,00052656,00002486,00000194,00000662,00000616,00018276,00030524,00000000,00000000,00000000,00000245,00000927,00000455,00001295,00003958,00002377,00000905,00000000,00001240,00000000,00000000,00000000,00001150,00000000,00000266,00000000,                                                                                                    
R014,FULTON STREET                 ,00165451,00005529,00000502,00001114,00000807,00055956,00088175,00000000,00000000,00000000,00000737,00002797,00001086,00001480,00014258,00005507,00002615,00000000,00003258,00000000,00000000,00000000,00006990,00000000,00002269,00000000,                                                                                                    
R015,FIFTH AVENUE                  ,00067130,00002937,00000088,00000403,00000664,00013270,00029148,00000000,00000000,00000000,00000166,00001999,00000393,00001026,00005133,00004359,00001064,00000000,00001170,00000000,00000000,00000000,00000548,00000000,00000143,00000000,                                                                                                    
R016,LEXINGTON AVENUE              ,00018470,00001100,00000060,00000188,00000064,00006256,00011572,00000000,00000000,00000000,00000071,00000399,00000182,00000111,00001591,00000839,00000332,00000000,00000269,00000000,00000000,00000000,00000278,00000000,00000093,00000000,                                                                                                    
R017,LEXINGTON AVENUE              ,00084421,00005591,00000273,00000868,00000480,00021608,00048670,00000000,00000000,00000000,00000237,00001956,00000802,00000879,00007094,00004508,00001650,00000000,00001388,00000000,00000000,00000000,00004210,00000000,00000155,00000000,                                                                                                    
R018,ROOSEVELT AVE/JACKSON HTS     ,00087843,00008461,00001483,00003638,00000026,00076734,00098690,00000000,00000000,00000000,00000082,00000622,00002428,00000054,00007116,00001362,00001534,00000000,00001203,00000000,00000000,00000000,00009726,00000000,00001686,00000000,                                                                                                    
R019,179TH STREET & HILLSIDE AVE   ,00028725,00002143,00000451,00001155,00000005,00020548,00026385,00000000,00000000,00000000,00000037,00000588,00000960,00000019,00002763,00000632,00000269,00000000,00000205,00000000,00000000,00000000,00003900,00000000,00000797,00000000,                                                                                                    
R020,47-50 STREETS/ROCKEFELLER     ,00147095,00009526,00000585,00001543,00000516,00058744,00092035,00000000,00000000,00000000,00000561,00004022,00001473,00000647,00016730,00006101,00002804,00000000,00002863,00000000,00000000,00000000,00002459,00000000,00000562,00000000,                                                                                                    
R021,42ND STREET & 6TH AVENUE      ,00093206,00005059,00000446,00001259,00000117,00040400,00075921,00000000,00000002,00000000,00000685,00002755,00000795,00000096,00011362,00003867,00002143,00000000,00001740,00000000,00000000,00000000,00002178,00000000,00000469,00000000,                                                                                                    
R022,34TH STREET & 6TH AVENUE      ,00183651,00011674,00000999,00002741,00000674,00083872,00120405,00000000,00000000,00000000,00000869,00002561,00002794,00000823,00014418,00005410,00003046,00000000,00003738,00000000,00000000,00000000,00004301,00000000,00001129,00000000,                                                                                                    
R023,34TH STREET & 6TH AVENUE      ,00143988,00007556,00000623,00001537,00000476,00045104,00089338,00000000,00000000,00000001,00000292,00002893,00001696,00000643,00009851,00005718,00002626,00000000,00002080,00000000,00000000,00000000,00002601,00000000,00000476,00000000,                                                                                                    
R024,SUTPHIN BOULEVARD             ,00043808,00002541,00000436,00000766,00000294,00031625,00020753,00000000,00000000,00000000,00000040,00000347,00001193,00000325,00001920,00000820,00000315,00000000,00012149,00000000,00000000,00000000,00003092,00000000,00000830,00000000,                                                                                                    
R025,JAMAICA CENTER-PARSONS BLVD   ,00044246,00002235,00000827,00001595,00000016,00050165,00032569,00000000,00000000,00000000,00000049,00000354,00001554,00000025,00004444,00000737,00000374,00000000,00000358,00000000,00000000,00000000,00007064,00000000,00001800,00000000,                                                                                                    
R027,WALL STREET                   ,00059754,00002851,00000151,00000499,00000783,00015218,00038645,00000000,00000000,00000000,00000149,00001073,00000304,00001505,00005408,00002856,00001232,00000000,00001099,00000000,00000000,00000000,00001386,00000000,00000115,00000000,                                                                                                    
R028,FULTON & WILLIAM STREETS      ,00064030,00004358,00000381,00001220,00000319,00024315,00048303,00000000,00000000,00000000,00000201,00001075,00000600,00000558,00008161,00002330,00001411,00000000,00001332,00000000,00000000,00000000,00002926,00000000,00000317,00000000,                                                                                                    
R029,PARK PLACE                    ,00119230,00005858,00000399,00001368,00000687,00036998,00067558,00000000,00000000,00000000,00001508,00002119,00001274,00001212,00009961,00004461,00002308,00000000,00002364,00000000,00000000,00000000,00006612,00000000,00006492,00000000,                                                                                                    
R030,CHAMBERS STREET               ,00046793,00003374,00000279,00000672,00000394,00018031,00031239,00000000,00000000,00000000,00000228,00000783,00000564,00000760,00004149,00002026,00000954,00000000,00000664,00000000,00000000,00000000,00009882,00000000,00005243,00000000,                                                                                                    
R031,34TH STREET & 7TH AVENUE      ,00108262,00006431,00000451,00001071,00001583,00029303,00039987,00000000,00000000,00000000,00000235,00001288,00001154,00002840,00005365,00005222,00001319,00000000,00001264,00000000,00000001,00000000,00002868,00000000,00000469,00000000,                                                                                                    
R032,42ND STREET/TIMES SQUARE      ,00095446,00005441,00000419,00001261,00000159,00037447,00074544,00000000,00000000,00000000,00000360,00002010,00000684,00000125,00008957,00003985,00002338,00000000,00001588,00000000,00000000,00000000,00001413,00000000,00000287,00000000,                                                                                                    
R033,42ND STREET/TIMES SQUARE      ,00166544,00009812,00000863,00001833,00000378,00081576,00079098,00000000,00000000,00000000,00001354,00002137,00002613,00000424,00011601,00004824,00002430,00000000,00004095,00000000,00000000,00000000,00006181,00000000,00001111,00000000,                                                                                                    
R034,125TH STREET & BROADWAY       ,00016156,00001647,00000132,00000395,00000033,00009779,00013299,00000000,00000000,00000000,00000038,00000108,00000473,00000021,00001239,00000483,00000371,00000000,00000302,00000000,00000000,00000000,00002200,00000000,00000163,00000000,                                                                                                    
R035,168TH STREET & BROADWAY       ,00041334,00003523,00000428,00000636,00000052,00024002,00035275,00000000,00000000,00000000,00000083,00000378,00001131,00000119,00003263,00001249,00001104,00000000,00000545,00000000,00000000,00000000,00004650,00000000,00000375,00000000,                                                                                                    
R036,DYCKMAN STREET                ,00012665,00001714,00000202,00000385,00000004,00012695,00009121,00000000,00000000,00000000,00000024,00000073,00000909,00000001,00000947,00000121,00000136,00000000,00000120,00000000,00000000,00000000,00003294,00000000,00000337,00000000,                                                                                                    
R037,207TH STREET                  ,00008048,00000849,00000229,00000241,00000002,00012988,00007275,00000000,00000000,00000000,00000021,00000030,00000489,00000008,00000701,00000053,00000087,00000000,00000059,00000000,00000000,00000000,00002299,00000000,00000315,00000000,                                                                                                    
R038,215TH STREET                  ,00003321,00000438,00000037,00000123,00000004,00002163,00002874,00000000,00000000,00000000,00000007,00000055,00000151,00000007,00000277,00000070,00000090,00000000,00000037,00000000,00000000,00000000,00000520,00000000,00000070,00000000,                                                                                                    
R039,225TH STREET                  ,00010542,00000802,00000106,00000167,00000061,00008757,00005934,00000000,00000000,00000000,00000014,00000031,00000372,00000030,00000631,00000155,00000154,00000000,00000076,00000000,00000000,00000000,00002544,00000000,00000275,00000000,                                                                                                    
R040,231ST STREET                  ,00016433,00002151,00000322,00000692,00000003,00014285,00013081,00000000,00000000,00000000,00000101,00000104,00000926,00000008,00001684,00000307,00000207,00000000,00000118,00000000,00000000,00000000,00002726,00000000,00000357,00000000,                                                                                                    
R041,BOWLING GREEN & BATTERY PL    ,00046452,00003198,00000343,00000804,00000407,00019727,00031544,00000000,00000000,00000000,00001722,00000832,00000625,00000730,00005243,00001852,00000807,00000000,00000844,00000000,00000000,00000000,00004107,00000000,00000276,00000000,                                                                                                    
R042,BOWLING GREEN & BROADWAY      ,00009543,00000344,00000059,00000087,00000053,00007066,00004272,00000000,00000000,00000000,00000212,00000076,00000077,00000117,00000556,00000280,00000116,00000000,00000329,00000000,00000000,00000000,00000434,00000000,00000098,00000000,                                                                                                    
R043,WALL STREET                   ,00044502,00002649,00000146,00000407,00000309,00015488,00030656,00000000,00000000,00000000,00001049,00000790,00000285,00000814,00003720,00001756,00000820,00000000,00000746,00000000,00000000,00000000,00001790,00000000,00000103,00000000,                                                                                                    
R044,BROOKLYN BRIDGE               ,00073732,00005637,00000348,00001192,00000260,00031387,00045394,00000000,00000000,00000000,00000408,00000869,00000909,00000757,00006348,00002391,00001331,00000000,00001550,00000000,00000000,00000000,00005151,00000000,00001617,00000000,                                                                                                    
R045,42ND STREET & GRAND CENTRAL   ,00077040,00004598,00000178,00000416,00001228,00011948,00026236,00000000,00000000,00000000,00000216,00001169,00000390,00001841,00003674,00004071,00001000,00000000,00000663,00000000,00000000,00000000,00000812,00000000,00000144,00000000,                                                                                                    
R046,42ND STREET & GRAND CENTRAL   ,00221881,00011290,00000638,00001375,00002412,00055428,00094450,00000000,00000000,00000000,00000640,00003019,00002449,00003781,00013601,00008624,00002866,00000000,00003626,00000000,00000000,00000000,00002374,00000000,00000538,00000000,                                                                                                    
R047,42ND STREET & GRAND CENTRAL   ,00103597,00005790,00000351,00000991,00000697,00030674,00069388,00000000,00000000,00000000,00000579,00002220,00000526,00001565,00009997,00004784,00001945,00000000,00001273,00000000,00000000,00000000,00001696,00000000,00000322,00000000,                                                                                                    
R048,42ND STREET & 3RD AVENUE      ,00033735,00001802,00000084,00000306,00000218,00008030,00021858,00000000,00000000,00000000,00000071,00000670,00000194,00000313,00002369,00001667,00000569,00000000,00000316,00000000,00000000,00000000,00000436,00000000,00000090,00000000,                                                                                                    
R049,51ST STREET & LEXINGTON AVE   ,00051467,00002996,00000206,00000507,00000077,00021040,00032842,00000000,00000000,00000000,00000270,00001122,00000366,00000102,00005597,00001985,00000949,00000000,00001248,00000000,00000000,00000000,00000754,00000000,00000178,00000000,                                                                                                    
R050,59TH STREET & LEXINGTON AVE   ,00052064,00004132,00000294,00000801,00000202,00021938,00038894,00000000,00000000,00000000,00000343,00001140,00000645,00000379,00005918,00002244,00000981,00000000,00000762,00000000,00000000,00000000,00001442,00000000,00000230,00000000,                                                                                                    
R051,59TH STREET & LEXINGTON AVE   ,00060590,00005125,00000417,00001070,00000107,00037796,00049133,00000000,00000000,00000000,00000198,00001022,00000742,00000244,00006853,00002219,00001380,00000000,00000732,00000000,00000000,00000000,00003772,00000000,00000449,00000000,                                                                                                    
R052,WOODLAWN ROAD                 ,00008441,00000602,00000201,00000476,00000002,00009508,00006219,00000000,00000000,00000000,00000017,00000069,00000551,00000002,00000672,00000122,00000030,00000000,00000036,00000000,00000000,00000000,00001216,00000000,00000419,00000000,                                                                                                    
R053,149TH STREET & 3RD AVENUE     ,00035144,00002180,00000592,00000970,00000028,00040616,00021342,00000000,00000000,00000000,00000050,00000134,00001465,00000008,00003032,00000269,00000256,00000000,00000180,00000000,00000000,00000000,00009308,00000000,00001221,00000000,                                                                                                    
R054,FIFTH AVENUE & 42ND STREET    ,00030037,00001545,00000135,00000378,00000099,00012577,00021827,00000000,00000000,00000000,00000207,00000623,00000256,00000080,00002914,00001142,00000603,00000000,00000546,00000000,00000000,00000000,00000636,00000000,00000132,00000000,                                                                                                    
R055,MAIN STREET                   ,00082166,00009781,00001089,00005534,00000054,00057500,00097885,00000000,00000000,00000000,00000159,00000697,00002728,00000033,00004759,00001060,00000682,00000000,00000840,00000000,00000000,00000000,00011329,00000000,00002222,00000000,                                                                                                    
R056,NEVINS STREET                 ,00019622,00001715,00000311,00000484,00000020,00012050,00015872,00000000,00000000,00000000,00000084,00000181,00000438,00000029,00002516,00000523,00000482,00000000,00000208,00000000,00000000,00000000,00003814,00000000,00000206,00000000,                                                                                                    
R057,BARCLAYS CENTER               ,00092188,00006601,00000922,00001947,00001279,00043403,00065799,00000000,00000000,00000000,00000173,00001007,00001692,00001955,00008717,00003357,00001887,00000000,00001565,00000000,00000000,00000000,00017746,00000000,00000950,00000000,                                                                                                    
R058,BERGEN STREET                 ,00006951,00000613,00000060,00000163,00000004,00003222,00008105,00000000,00000000,00000000,00000012,00000114,00000084,00000005,00001317,00000344,00000285,00000000,00000182,00000000,00000000,00000000,00000691,00000000,00000028,00000000,                                                                                                    
R059,GRAND ARMY PLAZA              ,00013676,00002352,00000143,00000437,00000007,00005507,00013657,00000000,00000000,00000000,00000017,00000257,00000433,00000011,00002195,00000565,00000470,00000000,00000151,00000000,00000000,00000000,00001896,00000000,00000082,00000000,                                                                                                    
R060,EASTERN PARKWAY               ,00009630,00001310,00000096,00000248,00000009,00004964,00008741,00000000,00000000,00000000,00000011,00000131,00000215,00000003,00001486,00000253,00000256,00000000,00000268,00000000,00000000,00000000,00001341,00000000,00000066,00000000,                                                                                                    
R061,NOSTRAND AVENUE               ,00006618,00000542,00000144,00000213,00000002,00005825,00006388,00000000,00000000,00000000,00000009,00000055,00000221,00000006,00000873,00000093,00000115,00000000,00000113,00000000,00000000,00000000,00002063,00000000,00000220,00000000,                                                                                                    
R062,UTICA AVENUE                  ,00041633,00002751,00000975,00001434,00000009,00039425,00033071,00000000,00000000,00000000,00000040,00000352,00001124,00000025,00005031,00000395,00000722,00000000,00000271,00000000,00000000,00000000,00007921,00000000,00001187,00000000,                                                                                                    
R063,SUTTER AVENUE                 ,00012826,00000952,00000240,00000283,00000011,00011068,00006895,00000000,00000000,00000000,00000011,00000078,00000544,00000000,00000767,00000108,00000223,00000000,00000060,00000001,00000002,00000000,00003679,00000000,00000326,00000000,                                                                                                    
R064,SARATOGA AVENUE               ,00010319,00000691,00000167,00000184,00000000,00008335,00005452,00000000,00000000,00000000,00000011,00000054,00000296,00000000,00000606,00000045,00000163,00000000,00000035,00000001,00000000,00000000,00003168,00000000,00000324,00000000,                                                                                                    
R065,ROCKAWAY AVENUE               ,00008808,00000812,00000216,00000270,00000008,00007329,00003917,00000000,00000000,00000000,00000012,00000024,00000927,00000006,00000556,00000580,00000146,00000000,00000043,00000000,00000007,00000000,00003426,00000002,00000284,00000000,                                                                                                    
R066,JUNIUS STREET                 ,00003931,00000430,00000064,00000114,00000000,00003943,00002189,00000000,00000000,00000000,00000001,00000022,00000190,00000000,00000211,00000004,00000027,00000000,00000023,00000000,00000000,00000000,00001744,00000000,00000130,00000000,                                                                                                    
R067,PENNSYLVANIA AVENUE           ,00008433,00000585,00000174,00000196,00000001,00007355,00003760,00000000,00000000,00000000,00000008,00000050,00000363,00000000,00000569,00000025,00000070,00000000,00000055,00000000,00000000,00000000,00003220,00000000,00000190,00000000,                                                                                                    
R068,VAN SICLEN AVENUE             ,00005503,00000405,00000076,00000128,00000000,00004478,00002528,00000000,00000000,00000000,00000005,00000045,00000272,00000000,00000387,00000025,00000065,00000000,00000033,00000001,00000000,00000000,00001435,00000002,00000125,00000000,                                                                                                    
R069,NEW LOTS AVENUE               ,00009019,00000694,00000235,00000250,00000001,00009505,00004951,00000000,00000000,00000000,00000010,00000027,00000467,00000000,00000787,00000072,00000065,00000000,00000059,00000001,00000000,00000000,00002408,00000004,00000298,00000000,                                                                                                    
R070,ST GEORGE TERMINAL            ,00029698,00001897,00000107,00000442,00000006,00005142,00009745,00000000,00000000,00000000,00000213,00001073,00000159,00000002,00001101,00002064,00000205,00000000,00000086,00000000,00000000,00000000,00003233,00000000,00000307,00000000,                                                                                                    
R072,34TH STREET - HUDSON YARDS    ,00059380,00003117,00000181,00000478,00000161,00023920,00027430,00000000,00000000,00000000,00000208,00000641,00000641,00000114,00003845,00001791,00000747,00000000,00001407,00000000,00000000,00000000,00001080,00000000,00000224,00000000,                                                                                                    
R079,FIFTH AVENUE & 60TH STREET    ,00038478,00002543,00000184,00000502,00000150,00015630,00022014,00000000,00000000,00000000,00000325,00000757,00000436,00000274,00003887,00001527,00000694,00000000,00000718,00000000,00000000,00000000,00000506,00000000,00000150,00000000,                                                                                                    
R080,57TH STREET & 7TH AVENUE      ,00081044,00007759,00000346,00001461,00000142,00035371,00065667,00000000,00000000,00000001,00000374,00001444,00000998,00000231,00009870,00003551,00001988,00000000,00001610,00000000,00000000,00000000,00002717,00000000,00000456,00000000,                                                                                                    
R081,49TH STREET & 7TH AVENUE      ,00051657,00002687,00000274,00000728,00000061,00026417,00038295,00000000,00000000,00000000,00000266,00001171,00000495,00000073,00006752,00001952,00000993,00000000,00001274,00000000,00000000,00000000,00002231,00000000,00000150,00000000,                                                                                                    
R082,28TH STREET & BROADWAY        ,00029718,00001296,00000155,00000360,00000026,00014505,00024042,00000000,00000000,00000000,00000122,00000501,00000278,00000020,00002880,00001081,00000776,00000000,00000640,00000000,00000000,00000000,00000478,00000000,00000091,00000000,                                                                                                    
R083,23RD STREET & 5TH AVENUE      ,00052813,00002893,00000264,00000620,00000117,00024306,00045077,00000000,00000000,00000000,00000487,00000914,00000471,00000109,00005544,00002240,00001339,00000000,00001155,00000000,00000000,00000000,00002100,00000000,00000171,00000000,                                                                                                    
R084,59TH STREET/COLUMBUS CIRCLE   ,00172117,00013703,00000989,00002759,00000422,00081383,00118905,00000000,00000000,00000000,00000504,00002170,00002161,00000708,00013868,00006363,00003473,00000000,00003787,00000000,00000000,00000000,00014320,00000000,00002604,00000000,                                                                                                    
R085,8TH STREET & BROADWAY         ,00043778,00003108,00000139,00000495,00000072,00015318,00034093,00000000,00000000,00000000,00000120,00000708,00000304,00000083,00004538,00001757,00000921,00000000,00001059,00000000,00000000,00000000,00001432,00000000,00000122,00000000,                                                                                                    
R086,PRINCE STREET & BROADWAY      ,00032908,00001306,00000110,00000241,00000023,00015051,00021805,00000000,00000000,00000000,00000132,00000465,00000168,00000051,00002788,00000997,00000674,00000000,00000853,00000000,00000000,00000000,00000683,00000000,00000164,00000000,                                                                                                    
R087,CITY HALL                     ,00013128,00001237,00000098,00000297,00000003,00004952,00010503,00000000,00000000,00000000,00000143,00000264,00000163,00000018,00001250,00000568,00000309,00000000,00000224,00000000,00000000,00000000,00001344,00000000,00000386,00000000,                                                                                                    
R088,CORTLANDT STREET              ,00055508,00001702,00000174,00000370,00000028,00018627,00029134,00000000,00000001,00000000,00000265,00001060,00000284,00000062,00004744,00001873,00000996,00000000,00001304,00000000,00000000,00000000,00001165,00000000,00000478,00000000,                                                                                                    
R089,JAY ST-METROTECH              ,00009232,00000527,00000045,00000098,00000005,00002972,00007201,00000000,00000000,00000000,00000077,00000175,00000083,00000005,00000783,00000404,00000216,00000000,00000165,00000000,00000000,00000000,00000846,00000000,00000088,00000000,                                                                                                    
R090,39TH AVENUE & 31ST STREET     ,00003877,00000276,00000047,00000062,00000003,00003052,00003004,00000000,00000000,00000000,00000015,00000042,00000170,00000000,00000363,00000088,00000096,00000000,00000146,00000000,00000000,00000000,00000220,00000000,00000020,00000000,                                                                                                    
R091,36TH AVENUE & 31ST STREET     ,00009741,00000744,00000062,00000148,00000006,00005430,00010319,00000000,00000000,00000000,00000004,00000135,00000281,00000009,00001106,00000276,00000297,00000000,00000112,00000000,00000000,00000000,00002147,00000000,00000079,00000000,                                                                                                    
R092,BROADWAY & 31ST STREET        ,00015274,00001214,00000103,00000287,00000007,00007318,00018685,00000000,00000000,00000000,00000009,00000250,00000423,00000009,00002554,00000495,00000744,00000000,00000179,00000000,00000000,00000000,00002728,00000000,00000105,00000000,                                                                                                    
R093,30TH AVENUE & 31ST STREET     ,00029779,00001684,00000168,00000383,00000017,00015148,00033752,00000000,00000000,00000000,00000022,00000373,00000644,00000025,00005035,00000824,00001165,00000000,00000349,00000000,00000000,00000000,00003008,00000000,00000267,00000000,                                                                                                    
R095,DITMARS BLVD & 31ST STREET    ,00031804,00001914,00000184,00000325,00000020,00013496,00032038,00000000,00000000,00000000,00000017,00000504,00000906,00000015,00003983,00000928,00000939,00000000,00000247,00000000,00000000,00000000,00004162,00000000,00000242,00000000,                                                                                                    
R096,82ND STREET-JACKSON HEIGHTS   ,00027128,00003071,00000476,00000761,00000005,00024790,00017526,00000000,00000000,00000000,00000010,00000162,00001266,00000004,00001249,00000232,00000267,00000000,00000335,00000000,00000000,00000000,00004805,00000000,00000637,00000000,                                                                                                    
R097,JUNCTION BLVD-ROOSEVELT AVE   ,00050462,00001842,00000318,00000553,00000013,00050560,00022421,00000000,00000000,00000000,00000018,00000125,00000994,00000012,00001268,00000220,00000349,00000000,00000276,00000000,00000000,00000000,00007945,00000000,00000872,00000000,                                                                                                    
R098,CHURCH AVENUE                 ,00027707,00002214,00000578,00000853,00000021,00024673,00026631,00000000,00000000,00000000,00000027,00000232,00000937,00000012,00003416,00000292,00000680,00000000,00000283,00000002,00000000,00000000,00005833,00000000,00000763,00000000,                                                                                                    
R099,DEKALB AVENUE                 ,00040866,00002571,00000419,00001269,00000032,00019617,00044369,00000000,00000000,00000000,00000077,00000577,00000633,00000051,00006119,00001566,00001109,00000000,00000639,00000000,00000000,00000000,00010529,00000000,00000462,00000000,                                                                                                    
R100,METROPOLITAN AVENUE           ,00005115,00000306,00000055,00000161,00000000,00003227,00003864,00000000,00000000,00000000,00000005,00000117,00000111,00000001,00000374,00000117,00000043,00000000,00000013,00000000,00000000,00000000,00001769,00000000,00000090,00000000,                                                                                                    
R101,145TH STREET                  ,00037439,00002177,00000433,00000929,00000020,00038979,00045544,00000000,00000000,00000000,00000091,00000216,00000902,00000017,00004473,00000650,00001080,00000000,00000439,00000000,00000000,00000000,00006767,00000000,00000699,00000000,                                                                                                    
R102,125TH STREET                  ,00049511,00003486,00000911,00001511,00000053,00044483,00046855,00000000,00000000,00000000,00000117,00000303,00001712,00000059,00005265,00000873,00001080,00000000,00000732,00000000,00000000,00000000,00008561,00000002,00000880,00000000,                                                                                                    
R103,BROADWAY-EAST NEW YORK        ,00014581,00000821,00000333,00000353,00000019,00014441,00008388,00000000,00000000,00000000,00000011,00000050,00000563,00000008,00000928,00000072,00000092,00000000,00000134,00000000,00000000,00000000,00002628,00000000,00000371,00000000,                                                                                                    
R104,167TH ST-GRAND CONCOURSE      ,00015260,00000851,00000220,00000309,00000006,00017912,00009619,00000000,00000000,00000000,00000016,00000049,00000649,00000007,00001149,00000143,00000168,00000000,00000151,00000000,00000000,00000000,00003623,00000000,00000563,00000000,                                                                                                    
R105,14TH STREET & 7TH AVENUE      ,00055835,00006692,00000467,00001445,00000097,00027124,00040969,00000000,00000000,00000000,00000175,00000898,00000673,00000169,00005690,00002447,00001290,00000000,00001135,00000000,00000000,00000000,00003574,00000000,00000245,00000000,                                                                                                    
R106,CASTLE HILL AVENUE            ,00012535,00000751,00000096,00000194,00000000,00010197,00007134,00000000,00000000,00000000,00000035,00000100,00000391,00000000,00001001,00000090,00000090,00000000,00000051,00000000,00000000,00000000,00003133,00000000,00000405,00000000,                                                                                                    
R107,WESTCHESTER SQUARE            ,00009585,00000688,00000166,00000298,00000000,00008111,00006242,00000000,00000000,00000000,00000068,00000052,00000357,00000005,00000729,00000138,00000092,00000000,00000050,00000000,00000000,00000000,00002921,00000000,00000190,00000000,                                                                                                    
R108,BOROUGH HALL - COURT STREET   ,00075902,00008080,00000699,00001702,00000234,00029827,00056733,00000000,00000001,00000000,00000393,00000939,00001408,00000358,00008272,00002654,00001533,00000000,00000833,00000000,00000000,00000000,00006627,00000000,00001291,00000000,                                                                                                    
R109,CHURCH AVENUE & NOSTRAND AV   ,00018713,00001357,00000378,00000612,00000002,00015424,00012698,00000000,00000000,00000000,00000029,00000123,00000684,00000013,00002013,00000119,00000277,00000000,00000160,00000000,00000000,00000000,00003671,00000000,00000448,00000000,                                                                                                    
R110,FLATBUSH AVE & NOSTRAND AV    ,00031895,00002503,00000792,00001044,00000036,00025412,00026142,00000000,00000000,00000000,00000081,00000353,00000744,00000005,00003559,00000608,00000396,00000000,00000175,00000000,00000000,00000000,00005349,00000000,00000934,00000000,                                                                                                    
R111,23RD STREET & 8TH AVENUE      ,00045519,00004669,00000356,00001180,00000033,00021270,00036143,00000000,00000000,00000000,00000141,00000848,00000561,00000053,00004370,00001809,00000998,00000000,00001149,00000000,00000000,00000000,00005778,00000000,00000198,00000000,                                                                                                    
