     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,03/23/2019-03/29/2019,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,                                                                   
R143,28TH STREET-PARK AVE SOUTH    ,00045003,00002599,00000187,00000491,00000135,00017515,00030467,00000000,00000000,00000000,00000148,00000764,00000513,00000106,00005237,00001517,00000872,00000000,00000804,00000000,00000000,00000000,00001315,00000000,00000157,00000000,                                                                                                    
R144,96TH STREET-LEXINGTON AVE     ,00034635,00003715,00000247,00000686,00000031,00016207,00029383,00000000,00000000,00000000,00000200,00000408,00000785,00000070,00002996,00001313,00000920,00000000,00000438,00000000,00000000,00000000,00004729,00000000,00000230,00000000,                                                                                                    
R145,241ST ST-WHITE PLAINS RD      ,00010586,00000646,00000129,00000131,00000007,00007567,00003515,00000000,00000000,00000000,00000010,00000043,00000470,00000000,00000481,00000034,00000059,00000000,00000037,00000000,00000000,00000000,00002107,00000000,00000189,00000000,                                                                                                    
R146,HUNTS PT AVE-SOUTHERN BLVD    ,00015463,00001101,00000195,00000389,00000005,00019467,00009828,00000000,00000000,00000000,00000040,00000070,00000661,00000002,00001313,00000072,00000087,00000000,00000062,00000000,00000000,00000000,00004524,00000002,00000401,00000000,                                                                                                    
R147,61ST STREET-ROOSEVELT AVE     ,00034355,00002885,00000275,00000824,00000209,00021326,00028874,00000000,00000000,00000000,00000025,00000324,00000951,00000280,00001874,00000743,00000553,00000000,00000481,00000000,00000000,00000000,00004800,00000000,00000482,00000000,                                                                                                    
R148,PARKSIDE AVE-OCEAN AVE        ,00011024,00000834,00000169,00000324,00000003,00008979,00012261,00000000,00000000,00000000,00000006,00000096,00000387,00000001,00001600,00000165,00000286,00000000,00000151,00000000,00000000,00000000,00001459,00000000,00000138,00000000,                                                                                                    
R149,NEWKIRK PLAZA                 ,00019985,00002111,00000290,00000621,00000014,00012630,00017926,00000000,00000000,00000000,00000016,00000241,00000703,00000004,00001783,00000394,00000418,00000000,00000130,00000000,00000000,00000000,00003866,00000000,00000433,00000000,                                                                                                    
R150,AVENUE U-EAST 16TH STREET     ,00013431,00001876,00000194,00000936,00000000,00006292,00013947,00000000,00000000,00000000,00000011,00000194,00000422,00000001,00000635,00000327,00000167,00000000,00000072,00000000,00000000,00000000,00002734,00000000,00000200,00000000,                                                                                                    
R151,STILLWELL AVE-CONEY ISLAND    ,00021365,00001911,00000319,00001318,00000006,00015887,00013905,00000000,00000000,00000000,00000017,00000109,00000612,00000005,00000628,00000176,00000118,00000000,00000238,00000000,00000000,00000000,00004294,00000000,00000591,00000000,                                                                                                    
R152,ROCKAWAY PKWY-GLENWOOD RD     ,00017728,00001024,00000345,00000545,00000006,00016880,00012030,00000000,00000000,00000000,00000034,00000163,00000420,00000000,00002040,00000189,00000145,00000000,00000088,00000000,00000000,00000000,00002611,00000004,00000370,00000000,                                                                                                    
R153,UTICA AVE-STUYVESANT AVE      ,00026353,00001380,00000524,00000509,00000008,00026706,00024388,00000000,00000000,00000000,00000024,00000202,00000709,00000003,00002836,00000253,00000471,00000000,00000433,00000000,00000000,00000000,00005686,00000002,00000472,00000000,                                                                                                    
R154,TREMONT AVE-179TH ST          ,00015489,00000924,00000278,00000364,00000004,00019419,00009591,00000000,00000000,00000000,00000010,00000075,00000589,00000000,00001092,00000088,00000172,00000000,00000104,00000000,00000000,00000000,00003958,00000000,00000690,00000000,                                                                                                    
R155,KINGSBRIDGE RD-196TH ST       ,00014212,00000760,00000175,00000325,00000003,00015164,00008697,00000000,00000000,00000000,00000013,00000043,00000433,00000006,00000872,00000084,00000154,00000000,00000111,00000000,00000000,00000000,00004060,00000000,00000551,00000000,                                                                                                    
R156,BEDFORD PARK BLVD-203RD ST    ,00011961,00000959,00000172,00000246,00000000,00011071,00008866,00000000,00000000,00000000,00000014,00000094,00000505,00000005,00001121,00000152,00000166,00000000,00000076,00000000,00000000,00000000,00003999,00000000,00000341,00000000,                                                                                                    
R157,205TH ST-BAINBRIDGE AVE       ,00015611,00000938,00000178,00000307,00000005,00013890,00009848,00000000,00000000,00000000,00000022,00000093,00000456,00000006,00001404,00000107,00000174,00000000,00000100,00000000,00000000,00000000,00003531,00000000,00000510,00000000,                                                                                                    
R158,UNION TURNPIKE-KEW GARDENS    ,00033133,00003661,00000566,00001709,00000027,00025088,00038365,00000000,00000000,00000000,00000093,00000541,00000958,00000018,00003790,00000903,00000447,00000000,00000333,00000000,00000000,00000000,00003270,00000000,00000697,00000000,                                                                                                    
R159,116TH STREET-COLUMBIA         ,00045510,00003019,00000157,00000592,00000087,00011036,00026511,00000000,00000000,00000000,00000105,00000281,00000358,00000146,00001239,00001642,00000875,00000000,00001104,00000000,00000000,00000000,00001357,00000000,00000056,00000000,                                                                                                    
R160,ASTOR PLACE-4 AVENUE          ,00044130,00002887,00000153,00000481,00000083,00017605,00031078,00000000,00000000,00000000,00000098,00000683,00000392,00000154,00004011,00001534,00000872,00000000,00001049,00000000,00000000,00000000,00002085,00000000,00000179,00000000,                                                                                                    
R161,KINGSBRIDGE RD-JEROME AVE     ,00015926,00000897,00000243,00000262,00000003,00016704,00008846,00000000,00000000,00000000,00000036,00000042,00000626,00000006,00000889,00000147,00000259,00000000,00000075,00000000,00000000,00000000,00005359,00000000,00000548,00000000,                                                                                                    
R162,ELDER AVE-WESTCHESTER AVE     ,00012870,00000673,00000113,00000140,00000000,00015199,00005419,00000000,00000000,00000000,00000007,00000049,00000463,00000000,00000386,00000072,00000107,00000000,00000049,00000000,00000000,00000000,00003752,00000000,00000278,00000000,                                                                                                    
R163,14TH STREET-6TH AVENUE        ,00054428,00003220,00000289,00000706,00000026,00023926,00043535,00000000,00000000,00000000,00000211,00001033,00000316,00000036,00005785,00001996,00001263,00000000,00001041,00000000,00000000,00000000,00003499,00000000,00000181,00000000,                                                                                                    
R164,66TH STREET-BROADWAY          ,00045387,00007799,00000376,00001311,00000148,00019388,00032928,00000000,00000000,00000000,00000147,00000770,00000957,00000380,00003814,00001988,00000989,00000000,00000872,00000000,00000000,00000000,00010851,00000000,00000252,00000000,                                                                                                    
R165,TOMPKINSVILLE                 ,00002249,00000109,00000007,00000034,00000000,00000821,00000253,00000000,00000000,00000000,00000010,00000005,00000015,00000000,00000011,00000022,00000000,00000000,00000004,00000000,00000000,00000000,00000422,00000000,00000019,00000000,                                                                                                    
R166,79TH STREET-BROADWAY          ,00031416,00005395,00000323,00000870,00000039,00015922,00025788,00000000,00000000,00000000,00000059,00000497,00000642,00000048,00002671,00001177,00000806,00000000,00000602,00000000,00000000,00000000,00001974,00000000,00000111,00000000,                                                                                                    
R167,86TH STREET-BROADWAY          ,00035591,00006939,00000505,00001172,00000036,00019629,00032619,00000000,00000000,00000000,00000121,00000518,00000924,00000047,00003310,00001481,00000951,00000000,00000570,00000000,00000000,00000000,00004321,00000000,00000203,00000000,                                                                                                    
R168,96TH STREET-BROADWAY          ,00067224,00013261,00000920,00002850,00000066,00040553,00066053,00000000,00000001,00000000,00000143,00001030,00002264,00000119,00007281,00002700,00002014,00000000,00001157,00000000,00000000,00000000,00006325,00000000,00000468,00000000,                                                                                                    
R169,137TH STREET-BROADWAY         ,00022317,00002020,00000360,00000487,00000019,00022479,00024002,00000000,00000000,00000000,00000076,00000090,00000858,00000022,00001857,00000393,00000550,00000000,00000308,00000000,00000000,00000000,00005204,00000000,00000415,00000000,                                                                                                    
R170,14TH STREET-UNION SQUARE      ,00223865,00016438,00001581,00004111,00000468,00109642,00189649,00000000,00000000,00000001,00000897,00003273,00002670,00000645,00023599,00008555,00005246,00000000,00003940,00000000,00000000,00000000,00019790,00000000,00001348,00000000,                                                                                                    
R171,7TH AVENUE-PARK PLACE         ,00019667,00001977,00000150,00000395,00000005,00007615,00022404,00000000,00000000,00000000,00000021,00000362,00000244,00000006,00003556,00001045,00000700,00000000,00000342,00000000,00000000,00000000,00002107,00000000,00000084,00000000,                                                                                                    
R172,BRIGHTON BEACH-CONEY ISLAND   ,00025630,00003328,00000234,00001010,00000008,00012159,00017879,00000000,00000000,00000000,00000009,00000278,00000786,00000007,00000605,00000382,00000240,00000000,00000189,00000000,00000000,00000000,00003890,00000000,00002736,00000000,                                                                                                    
R173,207TH STREET-BROADWAY         ,00014535,00001823,00000256,00000638,00000005,00012715,00016025,00000000,00000000,00000000,00000045,00000145,00000735,00000018,00001948,00000262,00000405,00000000,00000161,00000000,00000000,00000000,00002684,00000000,00000318,00000000,                                                                                                    
R174,181ST STREET-FT WASH AVE      ,00019095,00003029,00000212,00000603,00000002,00012360,00021852,00000000,00000000,00000000,00000011,00000265,00000561,00000013,00002410,00000660,00000592,00000000,00000279,00000000,00000000,00000000,00003042,00000000,00000222,00000000,                                                                                                    
R175,8TH AVENUE-14TH STREET        ,00104073,00005628,00000465,00001318,00000206,00054919,00071054,00000000,00000000,00000000,00000304,00001571,00001170,00000292,00012070,00004103,00002156,00000000,00002940,00000000,00000000,00000000,00009555,00000000,00000365,00000000,                                                                                                    
R176,33RD STREET-PARK AVENUE       ,00068382,00004696,00000321,00000802,00000098,00027423,00046487,00000000,00000000,00000000,00000745,00001232,00000659,00000127,00006872,00002389,00001133,00000000,00001202,00000000,00000000,00000000,00004012,00000000,00000267,00000000,                                                                                                    
R177,68TH STREET-HUNTER COLLEGE    ,00052461,00005038,00000312,00000827,00000162,00021458,00041622,00000000,00000000,00000000,00000343,00000625,00000926,00000275,00003210,00001822,00000929,00000000,00000467,00000000,00000000,00000000,00004433,00000000,00000268,00000000,                                                                                                    
R178,77TH STREET-LEXINGTON AVE     ,00058682,00006864,00000374,00001014,00000081,00024775,00035717,00000000,00000000,00000000,00000253,00000857,00001119,00000172,00003500,00002047,00001093,00000000,00000980,00000000,00000000,00000000,00003400,00000000,00000205,00000000,                                                                                                    
R179,86TH STREET-LEXINGTON AVE     ,00090041,00010166,00000767,00001668,00000170,00047485,00067269,00000000,00000000,00000000,00000297,00001375,00001387,00000344,00007908,00003494,00001957,00000000,00001574,00000000,00000000,00000000,00005040,00000000,00000673,00000000,                                                                                                    
R180,103RD STREET-LEXINGTON AVE    ,00025027,00002406,00000252,00000598,00000026,00018610,00018975,00000000,00000000,00000000,00000080,00000167,00000912,00000035,00001769,00000507,00000493,00000000,00000259,00000000,00000000,00000000,00007357,00000000,00000367,00000000,                                                                                                    
R181,110TH STREET-LEXINGTON AVE    ,00018968,00001667,00000213,00000649,00000008,00016431,00016516,00000000,00000000,00000000,00000061,00000138,00000683,00000018,00001746,00000354,00000435,00000000,00000178,00000000,00000000,00000000,00005195,00000000,00000394,00000000,                                                                                                    
R182,116TH STREET-LEXINGTON AVE    ,00023039,00002045,00000378,00000920,00000007,00024963,00021579,00000000,00000000,00000000,00000072,00000168,00000846,00000008,00002061,00000415,00000366,00000000,00000253,00000000,00000000,00000000,00006677,00000000,00000516,00000000,                                                                                                    
R183,BEDFORD PARK BLVD-JEROME AV   ,00008764,00000585,00000138,00000165,00000006,00007583,00005428,00000000,00000000,00000000,00000015,00000061,00000236,00000000,00000540,00000085,00000089,00000000,00000040,00000000,00000000,00000000,00006001,00000000,00000378,00000000,                                                                                                    
R184,CORTELYOU RD-EAST 16TH ST     ,00013167,00001113,00000136,00000206,00000000,00007926,00011900,00000000,00000000,00000000,00000044,00000129,00000369,00000000,00001402,00000281,00000296,00000000,00000107,00000000,00000000,00000000,00002933,00000000,00000299,00000000,                                                                                                    
R185,DYCKMAN STREET-BROADWAY       ,00012513,00001176,00000138,00000294,00000005,00009707,00011866,00000000,00000000,00000000,00000021,00000131,00000569,00000006,00001328,00000206,00000265,00000000,00000158,00000000,00000000,00000000,00003022,00000000,00000221,00000000,                                                                                                    
R186,86TH ST-CENTRAL PARK WEST     ,00018267,00002735,00000154,00000523,00000019,00009444,00016140,00000000,00000000,00000000,00000045,00000360,00000318,00000041,00002015,00000814,00000500,00000000,00000468,00000000,00000000,00000000,00001896,00000000,00000065,00000000,                                                                                                    
R187,81ST STREET-MUSEUM            ,00029891,00002613,00000155,00000374,00000050,00016904,00016466,00000000,00000000,00000000,00000065,00000268,00000428,00000059,00002130,00000885,00000478,00000000,00001201,00000000,00000000,00000000,00002491,00000000,00000094,00000000,                                                                                                    
R188,50TH STREET-8TH AVENUE        ,00043968,00002344,00000283,00000639,00000185,00019928,00025814,00000000,00000000,00000000,00000144,00000628,00000547,00000182,00003562,00001647,00000908,00000000,00001793,00000000,00000000,00000000,00007632,00000000,00000140,00000000,                                                                                                    
R189,CHRISTOPHER ST-SHERIDAN SQ    ,00025805,00002765,00000144,00000414,00000034,00011327,00014763,00000000,00000000,00000000,00000052,00000325,00000451,00000040,00001720,00000903,00000538,00000000,00000848,00000000,00000000,00000000,00000614,00000000,00000069,00000000,                                                                                                    
R190,23RD STREET-7TH AVENUE        ,00032059,00003737,00000322,00000869,00000060,00016543,00025910,00000000,00000000,00000000,00000119,00000501,00000555,00000058,00003078,00001247,00000799,00000000,00000640,00000000,00000000,00000000,00003327,00000000,00000164,00000000,                                                                                                    
R191,103RD STREET-BROADWAY         ,00021911,00005158,00000348,00001100,00000010,00016241,00021476,00000000,00000000,00000000,00000021,00000204,00000850,00000009,00002016,00000756,00000557,00000000,00000523,00000000,00000000,00000000,00003321,00000000,00000185,00000000,                                                                                                    
R192,110TH STREET-BROADWAY         ,00026587,00003982,00000232,00000872,00000019,00011817,00020821,00000000,00000000,00000000,00000051,00000208,00000597,00000043,00001700,00000839,00000598,00000000,00000591,00000000,00000000,00000000,00002589,00000000,00000136,00000000,                                                                                                    
R193,157TH STREET-BROADWAY         ,00019625,00002223,00000375,00000703,00000014,00022963,00022613,00000000,00000000,00000000,00000020,00000106,00001003,00000001,00001829,00000277,00000393,00000000,00000238,00000000,00000000,00000000,00003355,00000000,00000349,00000000,                                                                                                    
R194,BLEECKER ST-LAFAYETTE ST      ,00038761,00001898,00000139,00000376,00000041,00018624,00029021,00000000,00000000,00000000,00000081,00000671,00000294,00000125,00003544,00001449,00000781,00000000,00000864,00000000,00000000,00000000,00001251,00000000,00000169,00000000,                                                                                                    
R195,161ST STREET-YANKEE STADIUM   ,00048322,00003265,00000568,00001091,00000041,00039535,00025992,00000000,00000000,00000000,00000086,00000333,00001544,00000098,00003709,00000633,00000450,00000000,00000511,00000000,00000000,00000000,00008603,00000002,00001112,00000000,                                                                                                    
R196,PROSPECT PARK-EMPIRE BLVD     ,00017421,00001296,00000301,00000442,00000003,00013188,00020092,00000000,00000000,00000000,00000015,00000138,00000406,00000006,00002531,00000309,00000500,00000000,00000261,00000000,00000000,00000000,00002906,00000000,00000367,00000000,                                                                                                    
R197,36TH STREET-4TH AVENUE        ,00026456,00001600,00000168,00000642,00000022,00016604,00023115,00000000,00000000,00000000,00000044,00000253,00000526,00000017,00001864,00000586,00000614,00000000,00000241,00000000,00000000,00000000,00004424,00000000,00000350,00000000,                                                                                                    
R198,NOSTRAND AVE-FULTON ST        ,00031332,00001604,00000562,00000609,00000007,00028241,00033782,00000000,00000000,00000000,00000044,00000259,00000925,00000006,00004542,00000485,00000801,00000000,00000738,00000000,00000000,00000000,00004374,00000000,00000379,00000000,                                                                                                    
R199,KINGSTON AVE-THROOP AVE       ,00009831,00000465,00000122,00000177,00000000,00008349,00009412,00000000,00000000,00000000,00000005,00000083,00000234,00000001,00001154,00000141,00000213,00000000,00000192,00000000,00000000,00000000,00002816,00000000,00000091,00000000,                                                                                                    
R200,EUCLID AVE-PITKIN AVE         ,00019437,00001205,00000336,00000435,00000006,00016174,00010311,00000000,00000000,00000000,00000016,00000096,00000796,00000000,00000941,00000112,00000118,00000000,00000158,00000000,00000000,00000000,00005675,00000000,00000483,00000000,                                                                                                    
R201,WOODHAVEN BLVD-QUEENS BLVD    ,00035355,00003403,00000387,00001073,00000015,00025306,00031489,00000000,00000000,00000000,00000089,00000331,00001036,00000040,00002592,00000517,00000480,00000000,00000311,00000000,00000000,00000000,00006484,00000000,00001075,00000000,                                                                                                    
R202,63RD DRIVE-REGO PARK          ,00032761,00005780,00000400,00001272,00000046,00014212,00028814,00000000,00000000,00000000,00000051,00000619,00001088,00000028,00002586,00000826,00000618,00000000,00000308,00000000,00000000,00000000,00002652,00000000,00000391,00000000,                                                                                                    
R203,23RD STREET-6TH AVENUE        ,00029795,00001772,00000191,00000512,00000047,00011128,00022219,00000000,00000000,00000000,00000152,00000819,00000264,00000024,00002879,00001338,00000699,00000000,00000486,00000000,00000000,00000000,00001100,00000000,00000091,00000000,                                                                                                    
R204,CHURCH AVE-MCDONALD AVE       ,00021530,00002245,00000280,00000911,00000009,00013489,00019214,00000000,00000000,00000000,00000019,00000156,00000612,00000008,00001497,00000449,00000318,00000000,00000174,00000000,00000000,00000000,00004335,00000000,00000357,00000000,                                                                                                    
R205,149TH ST-GRAND CONCOURSE      ,00022835,00001379,00000408,00000531,00000015,00022040,00014652,00000000,00000000,00000000,00000035,00000107,00000591,00000026,00003430,00000216,00000210,00000000,00000126,00000000,00000000,00000000,00007495,00000000,00002904,00000000,                                                                                                    
R206,125TH STREET-LENOX AVENUE     ,00025242,00002159,00000621,00001020,00000024,00024559,00021958,00000000,00000000,00000000,00000104,00000158,00000940,00000035,00003064,00000447,00000492,00000000,00000353,00000000,00000000,00000000,00004752,00000000,00000447,00000000,                                                                                                    
R207,135TH STREET-LENOX AVENUE     ,00022914,00002674,00000490,00001031,00000023,00022027,00021864,00000000,00000000,00000000,00000065,00000108,00001069,00000020,00004454,00000316,00000590,00000000,00000281,00000000,00000000,00000000,00005600,00000000,00000486,00000000,                                                                                                    
R208,103RD ST-ROOSEVELT AVE        ,00037872,00001393,00000235,00000401,00000007,00043503,00015423,00000000,00000000,00000000,00000022,00000126,00001101,00000000,00000880,00000413,00000211,00000000,00000175,00000000,00000000,00000000,00007188,00000000,00000884,00000000,                                                                                                    
R209,STERLING ST-NOSTRAND AVE      ,00011091,00001153,00000216,00000274,00000012,00008097,00009917,00000000,00000000,00000000,00000011,00000087,00000455,00000003,00001301,00000176,00000258,00000000,00000124,00000000,00000000,00000000,00001745,00000000,00000174,00000000,                                                                                                    
R210,BEVERLY RD-NOSTRAND AVE       ,00008974,00000770,00000164,00000166,00000005,00006546,00005316,00000000,00000000,00000000,00000011,00000067,00000296,00000000,00000702,00000072,00000152,00000000,00000057,00000000,00000000,00000000,00002180,00000000,00000189,00000000,                                                                                                    
R211,KINGS HIGHWAY-EAST 16TH ST    ,00036580,00004613,00000401,00001648,00000015,00017464,00031052,00000000,00000000,00000000,00000048,00000643,00000943,00000006,00001927,00001186,00000399,00000000,00000218,00000000,00000000,00000000,00006002,00000000,00000747,00000000,                                                                                                    
R212,59TH STREET-4TH AVENUE        ,00023882,00001601,00000162,00000695,00000019,00015384,00018281,00000000,00000000,00000000,00000043,00000154,00000553,00000011,00001124,00000218,00000234,00000000,00000132,00000000,00000000,00000000,00005133,00000000,00000378,00000000,                                                                                                    
R213,BAY RIDGE AVE-4TH AVENUE      ,00015670,00001315,00000124,00000398,00000001,00007609,00013648,00000000,00000000,00000000,00000072,00000153,00000380,00000018,00001084,00000370,00000207,00000000,00000117,00000000,00000000,00000000,00003307,00000000,00000260,00000000,                                                                                                    
R214,77TH STREET-4TH AVENUE        ,00012659,00001295,00000094,00000288,00000000,00004810,00009509,00000000,00000000,00000000,00000039,00000294,00000278,00000001,00000932,00000352,00000237,00000000,00000066,00000000,00000000,00000000,00001305,00000000,00000128,00000000,                                                                                                    
R215,86TH STREET-4TH AVENUE        ,00017309,00001507,00000204,00000822,00000002,00011209,00016771,00000000,00000000,00000000,00000154,00000249,00000440,00000001,00001235,00000472,00000310,00000000,00000137,00000000,00000000,00000000,00004624,00000000,00000635,00000000,                                                                                                    
R216,BAY RIDGE - 95TH STREET       ,00013506,00001658,00000132,00000283,00000005,00004669,00009295,00000000,00000000,00000000,00000034,00000188,00000365,00000016,00000968,00000572,00000276,00000000,00000119,00000000,00000000,00000000,00001273,00000000,00000076,00000000,                                                                                                    
R217,HOYT ST-SCHERMERHORN ST       ,00023029,00001288,00000153,00000332,00000010,00013671,00017910,00000000,00000000,00000000,00000032,00000280,00000448,00000004,00002694,00000536,00000510,00000000,00000515,00000000,00000000,00000000,00002431,00000000,00000216,00000000,                                                                                                    
R218,ELMHURST AVE-BROADWAY         ,00022955,00002737,00000271,00000972,00000010,00015422,00028651,00000000,00000000,00000000,00000024,00000172,00000976,00000011,00001436,00000263,00000396,00000000,00000233,00000000,00000000,00000000,00004384,00000000,00000375,00000000,                                                                                                    
R219,67TH AVENUE-QUEENS BLVD       ,00018411,00002994,00000150,00000745,00000005,00005561,00017215,00000000,00000000,00000000,00000044,00000376,00000613,00000018,00001732,00000656,00000459,00000000,00000129,00000000,00000000,00000000,00004573,00000000,00000144,00000000,                                                                                                    
R220,CARROLL ST-PRESIDENT ST       ,00025043,00001674,00000123,00000376,00000001,00009651,00022044,00000000,00000000,00000000,00000012,00000467,00000274,00000008,00003656,00001042,00000746,00000000,00000387,00000000,00000000,00000000,00003693,00000000,00000087,00000000,                                                                                                    
R221,167TH STREET-RIVER AVENUE     ,00014622,00000819,00000227,00000212,00000002,00017176,00008123,00000000,00000000,00000000,00000008,00000036,00000587,00000004,00001058,00000113,00000090,00000000,00000080,00000000,00000000,00000000,00003889,00000002,00000667,00000000,                                                                                                    
R222,177TH STREET-PARKCHESTER      ,00028076,00002221,00000344,00000730,00000004,00022604,00019758,00000000,00000000,00000000,00000131,00000250,00000919,00000014,00002470,00000246,00000238,00000000,00000159,00000000,00000000,00000000,00006609,00000000,00000644,00000000,                                                                                                    
R223,46TH ST-BLISS ST              ,00023210,00002134,00000291,00000542,00000008,00016716,00023560,00000000,00000000,00000000,00000006,00000194,00000735,00000024,00001871,00000291,00000535,00000000,00000238,00000000,00000000,00000000,00003486,00000000,00000302,00000000,                                                                                                    
R224,CLARK STREET-HENRY STREET     ,00012176,00001956,00000054,00000346,00000014,00005460,00010786,00000000,00000000,00000000,00000019,00000178,00000202,00000016,00001315,00000462,00000338,00000000,00000382,00000000,00000000,00000000,00000551,00000000,00000042,00000000,                                                                                                    
R225,HOYT STREET-HOYT STREET       ,00008341,00000852,00000177,00000168,00000022,00006268,00006903,00000000,00000000,00000000,00000019,00000076,00000201,00000043,00001030,00000149,00000179,00000000,00000084,00000000,00000000,00000000,00002282,00000000,00000160,00000000,                                                                                                    
R226,GUN HILL ROAD-SEYMOUR         ,00010723,00000628,00000143,00000170,00000001,00006853,00004216,00000000,00000000,00000000,00000044,00000119,00000332,00000000,00000807,00000092,00000077,00000000,00000052,00000000,00000000,00000000,00002272,00000000,00000294,00000000,                                                                                                    
R227,RECTOR STREET-CHURCH STREET   ,00013489,00000999,00000060,00000195,00000005,00005354,00011178,00000000,00000000,00000000,00000995,00000251,00000094,00000008,00001278,00000519,00000307,00000000,00000299,00000000,00000000,00000000,00000600,00000000,00000023,00000000,                                                                                                    
R228,AVENUE J-EAST 16TH STREET     ,00010960,00001346,00000175,00000533,00000003,00007660,00009844,00000000,00000000,00000000,00000014,00000193,00000293,00000008,00000524,00000335,00000122,00000000,00000071,00000000,00000000,00000000,00002254,00000000,00000299,00000000,                                                                                                    
R229,AVENUE M-EAST 16TH STREET     ,00011962,00001400,00000153,00000383,00000000,00006057,00008447,00000000,00000000,00000000,00000015,00000193,00000345,00000004,00000439,00000425,00000168,00000000,00000064,00000000,00000000,00000000,00003900,00000000,00000192,00000000,                                                                                                    
R230,NECK ROAD-EAST 16TH STREET    ,00009953,00001547,00000051,00000374,00000000,00002387,00009371,00000000,00000000,00000000,00000008,00000195,00000314,00000000,00000521,00000293,00000161,00000000,00000037,00000000,00000000,00000000,00001943,00000000,00000115,00000000,                                                                                                    
R231,UNION STREET-4TH AVENUE       ,00015729,00001086,00000083,00000190,00000004,00007325,00014243,00000000,00000000,00000000,00000018,00000296,00000286,00000003,00002303,00000634,00000495,00000000,00000262,00000000,00000000,00000000,00001258,00000000,00000083,00000000,                                                                                                    
R232,45TH STREET-4TH AVENUE        ,00017469,00001205,00000136,00000372,00000012,00011675,00011315,00000000,00000000,00000000,00000022,00000100,00000465,00000010,00000815,00000149,00000198,00000000,00000121,00000000,00000000,00000000,00004024,00000000,00000310,00000000,                                                                                                    
R233,53RD STREET-4TH AVENUE        ,00020128,00001273,00000155,00000339,00000003,00012813,00013866,00000000,00000000,00000000,00000037,00000093,00000564,00000015,00000813,00000173,00000241,00000000,00000120,00000000,00000000,00000000,00004358,00000000,00000398,00000000,                                                                                                    
R234,50TH STREET-NEW UTRECHT AVE   ,00007430,00000828,00000111,00000200,00000001,00003775,00004238,00000000,00000000,00000000,00000008,00000068,00000325,00000000,00000119,00000108,00000061,00000000,00000033,00000000,00000000,00000000,00001247,00000000,00000089,00000000,                                                                                                    
R235,BEDFORD AVE-NORTH 7TH ST      ,00068133,00001381,00000129,00000329,00000024,00031767,00049188,00000000,00000000,00000000,00000076,00000721,00000400,00000019,00006493,00002010,00001328,00000000,00002061,00000000,00000000,00000000,00004188,00000000,00000215,00000000,                                                                                                    
R236,DEKALB AVE-WYCKOFF AVE        ,00021544,00000878,00000128,00000257,00000001,00018025,00021053,00000000,00000000,00000000,00000020,00000156,00000464,00000006,00002116,00000253,00000455,00000000,00000232,00000002,00000000,00000000,00003077,00000000,00000322,00000000,                                                                                                    
R237,182ND STREET-183RD STREET     ,00009779,00000555,00000078,00000127,00000005,00010437,00004303,00000000,00000000,00000000,00000000,00000046,00000387,00000000,00000436,00000042,00000048,00000000,00000076,00000000,00000000,00000000,00002678,00000000,00000342,00000000,                                                                                                    
R238,STEINWAY ST-BROADWAY          ,00031664,00002057,00000294,00000630,00000025,00021565,00033476,00000000,00000000,00000000,00000034,00000294,00000878,00000020,00003473,00000656,00000797,00000000,00000520,00000000,00000000,00000000,00004836,00000000,00000376,00000000,                                                                                                    
R239,GREENPOINT AVE                ,00017266,00001195,00000130,00000370,00000008,00008717,00013860,00000000,00000000,00000000,00000013,00000164,00000239,00000007,00001679,00000496,00000286,00000000,00000357,00000000,00000000,00000000,00001185,00000000,00000065,00000000,                                                                                                    
R240,GRAND ST-CHRISTIE ST          ,00048359,00011313,00000364,00005359,00000034,00018281,00055725,00000000,00000000,00000000,00000142,00000569,00001879,00000062,00002679,00000904,00000718,00000000,00001252,00000000,00000000,00000000,00007189,00000000,00000261,00000000,                                                                                                    
R241,15TH ST-PROSPECT PARK WEST    ,00012301,00001313,00000049,00000331,00000004,00005011,00012485,00000000,00000000,00000000,00000014,00000332,00000167,00000007,00001882,00000539,00000387,00000000,00000188,00000000,00000000,00000000,00002374,00000000,00000072,00000000,                                                                                                    
R242,18TH AVE-MCDONALD AVE         ,00006692,00000671,00000050,00000239,00000001,00003824,00004171,00000000,00000000,00000000,00000001,00000075,00000247,00000001,00000309,00000104,00000046,00000000,00000029,00000000,00000000,00000000,00001749,00000000,00000120,00000000,                                                                                                    
R243,170TH STREET-JEROME AVENUE    ,00013522,00000858,00000170,00000216,00000006,00016351,00007209,00000000,00000000,00000000,00000014,00000045,00000695,00000000,00000864,00000048,00000086,00000000,00000084,00000000,00000000,00000001,00004101,00000000,00000557,00000000,                                                                                                    
