     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,03/16/2019-03/22/2019,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,                                                                   
R137,MYRTLE AVE-GATES AVENUE       ,00033225,00001415,00000209,00000435,00000014,00030020,00029651,00000000,00000000,00000000,00000024,00000178,00000814,00000004,00002611,00000200,00000451,00000000,00000257,00000000,00000000,00000000,00006069,00000000,00000481,00000000,                                                                                                    
R138,WEST 4TH ST-WASHINGTON SQ     ,00101611,00006751,00000396,00001273,00000143,00047492,00072842,00000000,00000000,00000000,00000517,00001680,00000781,00000166,00008745,00003660,00002117,00000000,00002699,00000000,00000000,00000000,00003013,00000000,00000374,00000000,                                                                                                    
R139,CANAL STREET-LISPENARD ST     ,00049592,00002128,00000170,00000403,00000226,00018317,00030424,00000000,00000000,00000000,00000152,00000650,00000444,00000474,00003738,00002052,00001018,00000000,00001166,00000000,00000000,00000000,00001731,00000000,00000193,00000000,                                                                                                    
R140,QUEENS PLAZA-JACKSON AVE      ,00025342,00000997,00000178,00000439,00000039,00015971,00027161,00000000,00000000,00000000,00000093,00000248,00000288,00000031,00003557,00000722,00000608,00000000,00000784,00000000,00000000,00000000,00004016,00000000,00001677,00000000,                                                                                                    
R141,71ST AVE-CONTINENTAL AVE      ,00048798,00006704,00000631,00001804,00000049,00020873,00042783,00000000,00000000,00000000,00000077,00001157,00001358,00000048,00004249,00001842,00000779,00000000,00000478,00000000,00000000,00000000,00006063,00000000,00000495,00000000,                                                                                                    
R142,ESSEX ST-DELANCEY ST          ,00059477,00003349,00000407,00001191,00000041,00034739,00045664,00000000,00000000,00000000,00000147,00000621,00001130,00000018,00005372,00001277,00000983,00000000,00001480,00000000,00000000,00000000,00011427,00000000,00000452,00000000,                                                                                                    
R143,28TH STREET-PARK AVE SOUTH    ,00045521,00002627,00000209,00000502,00000145,00017014,00030157,00000000,00000000,00000000,00000150,00000796,00000414,00000124,00005418,00001539,00000910,00000000,00000691,00000000,00000000,00000000,00001309,00000000,00000167,00000000,                                                                                                    
R144,96TH STREET-LEXINGTON AVE     ,00034885,00003585,00000252,00000683,00000038,00016069,00029097,00000000,00000000,00000000,00000209,00000403,00000718,00000074,00003045,00001343,00000850,00000000,00000461,00000000,00000000,00000000,00004374,00000000,00000207,00000000,                                                                                                    
R145,241ST ST-WHITE PLAINS RD      ,00010767,00000625,00000147,00000105,00000002,00007584,00003359,00000000,00000000,00000000,00000009,00000042,00000473,00000000,00000438,00000030,00000056,00000000,00000021,00000000,00000000,00000000,00002104,00000000,00000166,00000000,                                                                                                    
R146,HUNTS PT AVE-SOUTHERN BLVD    ,00015586,00000891,00000186,00000396,00000004,00018988,00009726,00000000,00000000,00000000,00000047,00000071,00000745,00000000,00001302,00000176,00000104,00000000,00000078,00000000,00000000,00000000,00004451,00000002,00000372,00000000,                                                                                                    
R147,61ST STREET-ROOSEVELT AVE     ,00034431,00002816,00000338,00000823,00000212,00021642,00028716,00000000,00000000,00000000,00000018,00000313,00001024,00000283,00001897,00000736,00000485,00000000,00000537,00000000,00000000,00000000,00004718,00000000,00000471,00000000,                                                                                                    
R148,PARKSIDE AVE-OCEAN AVE        ,00010990,00000829,00000182,00000307,00000004,00008876,00012084,00000000,00000000,00000000,00000002,00000116,00000412,00000002,00001609,00000195,00000308,00000000,00000150,00000000,00000000,00000000,00001421,00000000,00000143,00000000,                                                                                                    
R149,NEWKIRK PLAZA                 ,00019907,00002078,00000235,00000623,00000011,00012589,00017684,00000000,00000000,00000000,00000026,00000220,00000684,00000003,00001791,00000412,00000453,00000000,00000141,00000000,00000000,00000000,00003722,00000000,00000436,00000000,                                                                                                    
R150,AVENUE U-EAST 16TH STREET     ,00013319,00001826,00000197,00000921,00000001,00006115,00014124,00000000,00000000,00000000,00000012,00000221,00000384,00000001,00000616,00000285,00000158,00000000,00000062,00000000,00000000,00000000,00002641,00000000,00000194,00000000,                                                                                                    
R151,STILLWELL AVE-CONEY ISLAND    ,00020515,00001707,00000352,00001289,00000003,00015084,00013518,00000000,00000000,00000000,00000009,00000111,00000662,00000005,00000580,00000132,00000114,00000000,00000212,00000000,00000000,00000000,00004305,00000000,00000546,00000000,                                                                                                    
R152,ROCKAWAY PKWY-GLENWOOD RD     ,00017428,00001049,00000358,00000520,00000004,00016514,00011843,00000000,00000000,00000000,00000033,00000156,00000449,00000000,00002040,00000188,00000155,00000000,00000076,00000000,00000000,00000000,00002824,00000000,00000399,00000000,                                                                                                    
R153,UTICA AVE-STUYVESANT AVE      ,00025954,00001380,00000483,00000516,00000006,00026457,00023877,00000000,00000000,00000000,00000029,00000189,00000689,00000003,00002791,00000233,00000466,00000000,00000435,00000000,00000002,00000000,00005667,00000000,00000432,00000000,                                                                                                    
R154,TREMONT AVE-179TH ST          ,00015727,00000933,00000280,00000371,00000008,00019582,00009636,00000000,00000000,00000000,00000016,00000078,00000643,00000001,00001066,00000067,00000166,00000000,00000102,00000000,00000000,00000000,00004007,00000000,00000698,00000000,                                                                                                    
R155,KINGSBRIDGE RD-196TH ST       ,00014020,00000790,00000161,00000292,00000008,00015261,00008650,00000000,00000000,00000000,00000017,00000061,00000493,00000006,00000859,00000079,00000161,00000000,00000110,00000000,00000000,00000000,00004112,00000000,00000561,00000000,                                                                                                    
R156,BEDFORD PARK BLVD-203RD ST    ,00012129,00000896,00000169,00000278,00000000,00011331,00008951,00000000,00000000,00000000,00000011,00000085,00000444,00000005,00001177,00000135,00000190,00000000,00000091,00000000,00000000,00000000,00003890,00000000,00000358,00000000,                                                                                                    
R157,205TH ST-BAINBRIDGE AVE       ,00015670,00000913,00000169,00000315,00000007,00013971,00009724,00000000,00000000,00000000,00000026,00000120,00000378,00000005,00001389,00000107,00000158,00000000,00000092,00000000,00000000,00000000,00003350,00000000,00000520,00000000,                                                                                                    
R158,UNION TURNPIKE-KEW GARDENS    ,00033337,00003471,00000580,00001763,00000035,00024795,00038356,00000000,00000000,00000000,00000086,00000518,00000944,00000026,00003844,00000919,00000494,00000000,00000351,00000000,00000000,00000000,00003140,00000000,00000656,00000000,                                                                                                    
R159,116TH STREET-COLUMBIA         ,00032469,00002341,00000135,00000441,00000094,00011830,00017455,00000000,00000000,00000000,00000078,00000222,00000322,00000120,00000976,00000932,00000571,00000000,00000778,00000000,00000000,00000000,00001259,00000000,00000051,00000000,                                                                                                    
R160,ASTOR PLACE-4 AVENUE          ,00043954,00002754,00000139,00000534,00000084,00018235,00030932,00000000,00000000,00000000,00000089,00000677,00000376,00000156,00004110,00001386,00000784,00000000,00001064,00000000,00000000,00000000,00001965,00000000,00000220,00000000,                                                                                                    
R161,KINGSBRIDGE RD-JEROME AVE     ,00015511,00000876,00000241,00000233,00000003,00016112,00008705,00000000,00000000,00000000,00000033,00000056,00000558,00000001,00000917,00000097,00000244,00000000,00000085,00000000,00000000,00000000,00005359,00000000,00000500,00000000,                                                                                                    
R162,ELDER AVE-WESTCHESTER AVE     ,00012751,00000623,00000104,00000132,00000001,00014879,00005336,00000000,00000000,00000000,00000006,00000049,00000405,00000000,00000387,00000077,00000098,00000000,00000025,00000000,00000000,00000000,00003583,00000000,00000292,00000000,                                                                                                    
R163,14TH STREET-6TH AVENUE        ,00054261,00003252,00000317,00000706,00000044,00023591,00042009,00000000,00000000,00000000,00000183,00000993,00000375,00000024,00005927,00001954,00001289,00000000,00001076,00000000,00000000,00000000,00003730,00000000,00000188,00000000,                                                                                                    
R164,66TH STREET-BROADWAY          ,00046557,00007657,00000391,00001287,00000151,00019917,00033083,00000000,00000001,00000000,00000151,00000759,00000948,00000389,00004083,00002045,00000957,00000000,00000933,00000000,00000000,00000000,00011677,00000000,00000261,00000000,                                                                                                    
R165,TOMPKINSVILLE                 ,00002187,00000079,00000005,00000032,00000000,00000789,00000240,00000000,00000000,00000000,00000008,00000005,00000014,00000000,00000009,00000015,00000000,00000000,00000003,00000000,00000000,00000000,00000443,00000000,00000008,00000000,                                                                                                    
R166,79TH STREET-BROADWAY          ,00030178,00005044,00000294,00000912,00000041,00015799,00023910,00000000,00000000,00000000,00000079,00000491,00000652,00000048,00002564,00001211,00000672,00000000,00000583,00000000,00000000,00000000,00001934,00000000,00000117,00000000,                                                                                                    
R167,86TH STREET-BROADWAY          ,00034028,00006825,00000479,00001148,00000025,00017960,00029935,00000000,00000000,00000000,00000099,00000489,00000924,00000045,00003216,00001487,00000937,00000000,00000503,00000000,00000000,00000000,00004405,00000000,00000177,00000000,                                                                                                    
R168,96TH STREET-BROADWAY          ,00067216,00013082,00000914,00002914,00000063,00041451,00065105,00000000,00000000,00000000,00000142,00001067,00002194,00000108,00007477,00002739,00001979,00000000,00001245,00000000,00000000,00000000,00006387,00000000,00000479,00000000,                                                                                                    
R169,137TH STREET-BROADWAY         ,00022131,00002062,00000390,00000510,00000016,00022206,00023531,00000000,00000000,00000000,00000059,00000096,00001000,00000023,00001925,00000429,00000557,00000000,00000280,00000000,00000000,00000000,00005276,00000000,00000403,00000000,                                                                                                    
R170,14TH STREET-UNION SQUARE      ,00217991,00016122,00001645,00003970,00000489,00105390,00178072,00000002,00000000,00000001,00000825,00003365,00002702,00000649,00023054,00008252,00004938,00000000,00003850,00000000,00000000,00000000,00020157,00000000,00001348,00000000,                                                                                                    
R171,7TH AVENUE-PARK PLACE         ,00020569,00002095,00000165,00000411,00000009,00007578,00022949,00000000,00000000,00000000,00000021,00000370,00000284,00000002,00003715,00001115,00000673,00000000,00000390,00000000,00000000,00000000,00002078,00000000,00000074,00000000,                                                                                                    
R172,BRIGHTON BEACH-CONEY ISLAND   ,00025452,00003170,00000215,00001041,00000006,00011846,00018060,00000000,00000000,00000000,00000018,00000258,00000755,00000008,00000604,00000362,00000224,00000000,00000210,00000000,00000000,00000000,00003907,00000000,00002707,00000000,                                                                                                    
R173,207TH STREET-BROADWAY         ,00015069,00001779,00000243,00000582,00000004,00012787,00016105,00000000,00000000,00000000,00000042,00000158,00000708,00000010,00001963,00000254,00000376,00000000,00000173,00000000,00000000,00000000,00002742,00000000,00000299,00000000,                                                                                                    
R174,181ST STREET-FT WASH AVE      ,00018778,00002981,00000205,00000574,00000004,00012192,00021952,00000000,00000001,00000000,00000014,00000293,00000567,00000019,00002445,00000573,00000579,00000000,00000223,00000000,00000000,00000000,00003000,00000000,00000222,00000000,                                                                                                    
R175,8TH AVENUE-14TH STREET        ,00101296,00005222,00000492,00001342,00000240,00053383,00067927,00000000,00000000,00000000,00000244,00001529,00001055,00000309,00011881,00004029,00002103,00000000,00002992,00000000,00000000,00000000,00009726,00000000,00000359,00000000,                                                                                                    
R176,33RD STREET-PARK AVENUE       ,00063749,00004540,00000373,00000756,00000101,00024421,00043874,00000000,00000000,00000000,00000699,00001231,00000728,00000130,00006559,00002171,00001136,00000000,00001008,00000000,00000000,00000000,00004118,00000000,00000247,00000000,                                                                                                    
R177,68TH STREET-HUNTER COLLEGE    ,00053520,00005173,00000348,00000836,00000186,00021527,00042696,00000000,00000000,00000000,00000317,00000680,00000914,00000266,00003190,00001928,00000916,00000000,00000567,00000000,00000000,00000000,00004422,00000000,00000270,00000000,                                                                                                    
R178,77TH STREET-LEXINGTON AVE     ,00062515,00006841,00000375,00001050,00000106,00025239,00036028,00000000,00000000,00000000,00000263,00000927,00001197,00000170,00003486,00002160,00001046,00000000,00000997,00000000,00000000,00000000,00003217,00000000,00000203,00000000,                                                                                                    
R179,86TH STREET-LEXINGTON AVE     ,00089923,00010092,00000763,00001735,00000180,00048045,00066402,00000000,00000000,00000000,00000282,00001446,00001347,00000362,00007810,00003509,00001853,00000000,00001743,00000000,00000000,00000000,00004468,00000000,00000636,00000000,                                                                                                    
R180,103RD STREET-LEXINGTON AVE    ,00025814,00002279,00000255,00000679,00000032,00018887,00018810,00000000,00000000,00000000,00000081,00000165,00000888,00000034,00001798,00000524,00000474,00000000,00000315,00000000,00000000,00000000,00007468,00000000,00000375,00000000,                                                                                                    
R181,110TH STREET-LEXINGTON AVE    ,00019519,00001630,00000246,00000597,00000009,00016268,00016763,00000000,00000000,00000000,00000072,00000136,00000542,00000018,00001722,00000343,00000372,00000000,00000219,00000000,00000000,00000000,00005408,00000000,00000369,00000000,                                                                                                    
R182,116TH STREET-LEXINGTON AVE    ,00023209,00002028,00000401,00000867,00000006,00024965,00021512,00000000,00000000,00000000,00000069,00000161,00000870,00000008,00002021,00000433,00000340,00000000,00000287,00000000,00000000,00000001,00006976,00000000,00000503,00000000,                                                                                                    
R183,BEDFORD PARK BLVD-JEROME AV   ,00008741,00000513,00000141,00000165,00000004,00007340,00005352,00000000,00000000,00000000,00000017,00000042,00000238,00000000,00000552,00000079,00000081,00000000,00000046,00000000,00000000,00000000,00005772,00000000,00000355,00000000,                                                                                                    
R184,CORTELYOU RD-EAST 16TH ST     ,00012999,00001132,00000143,00000210,00000002,00007626,00011792,00000000,00000000,00000000,00000033,00000126,00000361,00000000,00001396,00000240,00000287,00000000,00000097,00000000,00000000,00000000,00002895,00000000,00000292,00000000,                                                                                                    
R185,DYCKMAN STREET-BROADWAY       ,00012857,00001117,00000139,00000302,00000005,00009666,00011902,00000000,00000000,00000000,00000027,00000138,00000572,00000004,00001316,00000190,00000262,00000000,00000144,00000000,00000000,00000000,00002909,00000000,00000222,00000000,                                                                                                    
R186,86TH ST-CENTRAL PARK WEST     ,00017932,00002550,00000165,00000527,00000024,00009217,00015757,00000000,00000000,00000000,00000052,00000338,00000322,00000040,00001888,00000792,00000455,00000000,00000456,00000000,00000000,00000000,00001891,00000000,00000067,00000000,                                                                                                    
R187,81ST STREET-MUSEUM            ,00031614,00002563,00000137,00000400,00000035,00019142,00016476,00000000,00000000,00000000,00000058,00000262,00000333,00000054,00002199,00000875,00000460,00000000,00001389,00000000,00000000,00000000,00002229,00000000,00000084,00000000,                                                                                                    
R188,50TH STREET-8TH AVENUE        ,00052751,00002576,00000274,00000693,00000207,00024932,00029297,00000000,00000000,00000000,00000140,00000668,00000624,00000149,00004017,00001805,00000987,00000000,00002009,00000000,00000000,00000000,00008325,00000000,00000190,00000000,                                                                                                    
R189,CHRISTOPHER ST-SHERIDAN SQ    ,00024974,00002409,00000172,00000413,00000043,00011069,00013516,00000000,00000000,00000000,00000044,00000381,00000329,00000050,00001549,00000882,00000514,00000000,00000757,00000000,00000000,00000000,00000603,00000000,00000063,00000000,                                                                                                    
R190,23RD STREET-7TH AVENUE        ,00030422,00003198,00000339,00000809,00000061,00015973,00024447,00000000,00000000,00000000,00000127,00000474,00000504,00000064,00002984,00001231,00000714,00000000,00000637,00000000,00000000,00000000,00003392,00000000,00000140,00000000,                                                                                                    
R191,103RD STREET-BROADWAY         ,00022319,00005281,00000303,00001045,00000005,00016501,00021300,00000000,00000000,00000000,00000047,00000221,00000766,00000012,00002013,00000779,00000566,00000000,00000633,00000000,00000000,00000000,00003350,00000000,00000206,00000000,                                                                                                    
R192,110TH STREET-BROADWAY         ,00024955,00003975,00000209,00000888,00000025,00012423,00019623,00000000,00000000,00000000,00000051,00000224,00000615,00000028,00001739,00000693,00000562,00000000,00000556,00000000,00000000,00000000,00002498,00000000,00000133,00000000,                                                                                                    
R193,157TH STREET-BROADWAY         ,00019344,00002205,00000393,00000729,00000016,00022689,00021341,00000000,00000000,00000000,00000006,00000099,00000876,00000005,00001798,00000243,00000361,00000000,00000228,00000000,00000000,00000000,00003316,00000000,00000305,00000000,                                                                                                    
R194,BLEECKER ST-LAFAYETTE ST      ,00038780,00001910,00000163,00000366,00000049,00018694,00028559,00000000,00000000,00000000,00000073,00000692,00000259,00000119,00003490,00001327,00000768,00000000,00000967,00000000,00000000,00000000,00001200,00000000,00000166,00000000,                                                                                                    
R195,161ST STREET-YANKEE STADIUM   ,00039298,00002761,00000541,00001068,00000026,00039001,00025298,00000000,00000000,00000000,00000051,00000263,00001387,00000053,00003653,00000387,00000419,00000000,00000383,00000000,00000000,00000000,00008305,00000000,00001070,00000000,                                                                                                    
R196,PROSPECT PARK-EMPIRE BLVD     ,00017782,00001304,00000300,00000483,00000004,00013102,00019637,00000000,00000000,00000000,00000017,00000148,00000398,00000007,00002577,00000336,00000504,00000000,00000273,00000000,00000000,00000000,00002783,00000000,00000353,00000000,                                                                                                    
R197,36TH STREET-4TH AVENUE        ,00026541,00001517,00000171,00000643,00000023,00016510,00023443,00000000,00000000,00000000,00000040,00000245,00000460,00000016,00001864,00000569,00000629,00000000,00000258,00000000,00000000,00000000,00004440,00000000,00000331,00000000,                                                                                                    
R198,NOSTRAND AVE-FULTON ST        ,00029107,00001494,00000492,00000528,00000011,00026059,00030748,00000000,00000000,00000000,00000035,00000232,00000818,00000009,00004398,00000592,00000763,00000000,00000607,00000000,00000000,00000000,00004331,00000000,00000344,00000000,                                                                                                    
R199,KINGSTON AVE-THROOP AVE       ,00011994,00000546,00000143,00000190,00000000,00009958,00010979,00000000,00000000,00000000,00000003,00000094,00000274,00000001,00001374,00000165,00000268,00000000,00000260,00000000,00000000,00000000,00003116,00000000,00000088,00000000,                                                                                                    
R200,EUCLID AVE-PITKIN AVE         ,00019346,00001131,00000329,00000440,00000007,00015910,00010250,00000000,00000000,00000000,00000014,00000103,00000776,00000000,00000938,00000117,00000130,00000000,00000158,00000000,00000000,00000000,00005743,00000000,00000489,00000000,                                                                                                    
R201,WOODHAVEN BLVD-QUEENS BLVD    ,00035524,00003305,00000422,00001018,00000022,00025313,00031363,00000000,00000000,00000000,00000092,00000347,00000984,00000037,00002659,00000497,00000461,00000000,00000302,00000000,00000000,00000000,00005998,00000000,00000985,00000000,                                                                                                    
R202,63RD DRIVE-REGO PARK          ,00032371,00005478,00000404,00001259,00000038,00014180,00028425,00000000,00000000,00000000,00000044,00000584,00001004,00000026,00002515,00000829,00000633,00000000,00000279,00000000,00000000,00000000,00002556,00000000,00000315,00000000,                                                                                                    
R203,23RD STREET-6TH AVENUE        ,00035155,00001928,00000207,00000561,00000053,00013895,00025957,00000000,00000000,00000000,00000156,00000881,00000309,00000025,00003178,00001465,00000780,00000000,00000649,00000000,00000000,00000000,00001045,00000000,00000118,00000000,                                                                                                    
R204,CHURCH AVE-MCDONALD AVE       ,00021658,00002199,00000306,00000890,00000011,00013504,00019401,00000000,00000000,00000000,00000023,00000203,00000626,00000007,00001503,00000443,00000326,00000000,00000178,00000000,00000000,00000000,00004285,00000000,00000368,00000000,                                                                                                    
R205,149TH ST-GRAND CONCOURSE      ,00021809,00001307,00000424,00000487,00000022,00021230,00014054,00000000,00000000,00000000,00000030,00000094,00000561,00000018,00003375,00000190,00000257,00000000,00000122,00000000,00000000,00000000,00007792,00000000,00002938,00000000,                                                                                                    
R206,125TH STREET-LENOX AVENUE     ,00025365,00002096,00000566,00000985,00000031,00024706,00022071,00000000,00000000,00000000,00000100,00000121,00000852,00000039,00003105,00000452,00000527,00000000,00000415,00000000,00000000,00000000,00004600,00000000,00000458,00000000,                                                                                                    
R207,135TH STREET-LENOX AVENUE     ,00023744,00002535,00000492,00001016,00000018,00021666,00022200,00000000,00000000,00000000,00000051,00000101,00001085,00000026,00004446,00000295,00000560,00000000,00000282,00000000,00000000,00000000,00005762,00000000,00000481,00000000,                                                                                                    
R208,103RD ST-ROOSEVELT AVE        ,00038058,00001379,00000210,00000412,00000008,00043545,00015560,00000000,00000000,00000000,00000022,00000112,00000979,00000001,00000892,00000368,00000220,00000000,00000163,00000000,00000000,00000000,00007210,00000000,00000894,00000000,                                                                                                    
R209,STERLING ST-NOSTRAND AVE      ,00010691,00001161,00000215,00000259,00000008,00008300,00009862,00000000,00000000,00000000,00000006,00000092,00000351,00000000,00001287,00000192,00000263,00000000,00000128,00000000,00000000,00000000,00001785,00000000,00000179,00000000,                                                                                                    
R210,BEVERLY RD-NOSTRAND AVE       ,00008969,00000743,00000152,00000176,00000002,00006195,00005375,00000000,00000000,00000000,00000006,00000065,00000277,00000002,00000710,00000081,00000118,00000000,00000056,00000000,00000000,00000000,00002117,00000000,00000193,00000000,                                                                                                    
R211,KINGS HIGHWAY-EAST 16TH ST    ,00035390,00004414,00000387,00001632,00000015,00016928,00030368,00000000,00000000,00000000,00000052,00000610,00000887,00000007,00001877,00001079,00000382,00000000,00000189,00000000,00000000,00000000,00005943,00000000,00000763,00000000,                                                                                                    
R212,59TH STREET-4TH AVENUE        ,00023715,00001551,00000168,00000685,00000013,00015213,00018159,00000000,00000000,00000000,00000051,00000138,00000557,00000018,00001146,00000250,00000253,00000000,00000152,00000000,00000000,00000000,00005275,00000000,00000411,00000000,                                                                                                    
R213,BAY RIDGE AVE-4TH AVENUE      ,00015443,00001290,00000123,00000417,00000010,00007666,00013267,00000000,00000000,00000000,00000065,00000156,00000377,00000018,00001044,00000405,00000207,00000000,00000110,00000000,00000000,00000000,00003192,00000000,00000243,00000000,                                                                                                    
R214,77TH STREET-4TH AVENUE        ,00012762,00001098,00000085,00000316,00000003,00004651,00009331,00000000,00000000,00000000,00000038,00000287,00000252,00000001,00000947,00000348,00000234,00000000,00000064,00000000,00000000,00000000,00001267,00000000,00000128,00000000,                                                                                                    
R215,86TH STREET-4TH AVENUE        ,00017281,00001403,00000210,00000820,00000001,00011235,00016520,00000000,00000000,00000000,00000144,00000248,00000490,00000002,00001243,00000453,00000329,00000000,00000105,00000000,00000000,00000000,00004914,00000000,00000637,00000000,                                                                                                    
R216,BAY RIDGE - 95TH STREET       ,00013342,00001503,00000128,00000263,00000004,00004690,00009239,00000000,00000000,00000000,00000039,00000188,00000360,00000012,00001001,00000550,00000269,00000000,00000104,00000000,00000000,00000000,00001263,00000000,00000093,00000000,                                                                                                    
R217,HOYT ST-SCHERMERHORN ST       ,00024567,00001360,00000200,00000315,00000008,00014179,00018402,00000000,00000000,00000000,00000021,00000248,00000401,00000001,00002781,00000513,00000549,00000000,00000511,00000000,00000000,00000000,00002449,00000000,00000188,00000000,                                                                                                    
R218,ELMHURST AVE-BROADWAY         ,00023266,00002710,00000284,00000939,00000009,00015251,00028574,00000000,00000000,00000000,00000021,00000161,00000971,00000017,00001465,00000230,00000371,00000000,00000216,00000000,00000000,00000000,00004389,00000000,00000367,00000000,                                                                                                    
R219,67TH AVENUE-QUEENS BLVD       ,00018510,00002909,00000163,00000649,00000008,00005517,00017235,00000000,00000000,00000000,00000030,00000359,00000605,00000022,00001732,00000656,00000438,00000000,00000150,00000000,00000000,00000000,00004766,00000000,00000152,00000000,                                                                                                    
R220,CARROLL ST-PRESIDENT ST       ,00025209,00001699,00000129,00000353,00000003,00009603,00022329,00000000,00000000,00000000,00000015,00000483,00000253,00000011,00003781,00001033,00000771,00000000,00000426,00000000,00000000,00000000,00003645,00000000,00000112,00000000,                                                                                                    
R221,167TH STREET-RIVER AVENUE     ,00014758,00000821,00000205,00000219,00000001,00016785,00008019,00000000,00000000,00000000,00000012,00000036,00000595,00000005,00001002,00000072,00000097,00000000,00000095,00000000,00000000,00000000,00003941,00000000,00000619,00000000,                                                                                                    
R222,177TH STREET-PARKCHESTER      ,00028680,00002245,00000357,00000732,00000005,00022381,00019917,00000000,00000000,00000000,00000125,00000237,00000949,00000014,00002469,00000258,00000288,00000000,00000153,00000000,00000000,00000000,00006659,00000000,00000651,00000000,                                                                                                    
R223,46TH ST-BLISS ST              ,00023255,00002095,00000279,00000531,00000020,00016543,00023329,00000000,00000000,00000000,00000010,00000187,00000789,00000020,00001919,00000291,00000498,00000000,00000309,00000000,00000000,00000000,00003398,00000000,00000316,00000000,                                                                                                    
R224,CLARK STREET-HENRY STREET     ,00011977,00001847,00000066,00000337,00000021,00005296,00010613,00000000,00000000,00000000,00000015,00000195,00000207,00000016,00001333,00000484,00000338,00000000,00000324,00000000,00000000,00000000,00000543,00000000,00000031,00000000,                                                                                                    
R225,HOYT STREET-HOYT STREET       ,00008615,00000862,00000146,00000175,00000024,00006350,00006773,00000000,00000000,00000000,00000006,00000061,00000224,00000041,00001001,00000173,00000148,00000000,00000100,00000000,00000000,00000000,00002427,00000000,00000149,00000000,                                                                                                    
R226,GUN HILL ROAD-SEYMOUR         ,00010930,00000604,00000146,00000155,00000000,00006658,00004147,00000000,00000000,00000000,00000042,00000122,00000321,00000001,00000783,00000107,00000097,00000000,00000037,00000000,00000000,00000000,00002263,00000000,00000284,00000000,                                                                                                    
R227,RECTOR STREET-CHURCH STREET   ,00013063,00000970,00000073,00000194,00000009,00005173,00010697,00000000,00000000,00000000,00000952,00000286,00000107,00000012,00001277,00000465,00000304,00000000,00000255,00000000,00000000,00000000,00000608,00000000,00000023,00000000,                                                                                                    
R228,AVENUE J-EAST 16TH STREET     ,00010156,00001159,00000164,00000583,00000001,00007205,00009674,00000000,00000000,00000000,00000014,00000173,00000273,00000007,00000567,00000271,00000135,00000000,00000057,00000000,00000000,00000000,00002066,00000000,00000301,00000000,                                                                                                    
R229,AVENUE M-EAST 16TH STREET     ,00011394,00001238,00000159,00000389,00000002,00005881,00008271,00000000,00000000,00000000,00000018,00000174,00000315,00000005,00000428,00000373,00000149,00000000,00000066,00000000,00000000,00000000,00003735,00000000,00000188,00000000,                                                                                                    
R230,NECK ROAD-EAST 16TH STREET    ,00009728,00001441,00000052,00000364,00000000,00002320,00009345,00000000,00000000,00000000,00000010,00000230,00000368,00000000,00000548,00000290,00000147,00000000,00000045,00000000,00000000,00000000,00001932,00000000,00000104,00000000,                                                                                                    
R231,UNION STREET-4TH AVENUE       ,00014177,00000920,00000084,00000153,00000003,00006019,00012835,00000000,00000000,00000000,00000021,00000301,00000202,00000002,00002038,00000583,00000452,00000000,00000241,00000000,00000000,00000000,00001269,00000000,00000073,00000000,                                                                                                    
R232,45TH STREET-4TH AVENUE        ,00017453,00001092,00000129,00000400,00000008,00011699,00011164,00000000,00000000,00000000,00000018,00000121,00000406,00000010,00000809,00000165,00000202,00000000,00000109,00000000,00000000,00000000,00004144,00000000,00000305,00000000,                                                                                                    
R233,53RD STREET-4TH AVENUE        ,00020225,00001231,00000150,00000320,00000003,00012587,00013406,00000000,00000000,00000000,00000035,00000097,00000505,00000011,00000764,00000194,00000247,00000000,00000117,00000000,00000000,00000000,00004410,00000000,00000365,00000000,                                                                                                    
R234,50TH STREET-NEW UTRECHT AVE   ,00007058,00000766,00000107,00000177,00000002,00003494,00004223,00000000,00000000,00000000,00000006,00000064,00000268,00000000,00000116,00000094,00000058,00000000,00000038,00000000,00000000,00000000,00001232,00000000,00000094,00000000,                                                                                                    
R235,BEDFORD AVE-NORTH 7TH ST      ,00050501,00001109,00000110,00000250,00000018,00021566,00035910,00000000,00000000,00000000,00000067,00000535,00000264,00000019,00004933,00001555,00001044,00000000,00001208,00000000,00000000,00000000,00005157,00000000,00000141,00000000,                                                                                                    
R236,DEKALB AVE-WYCKOFF AVE        ,00017019,00000736,00000097,00000174,00000003,00013722,00016260,00000000,00000000,00000000,00000017,00000124,00000361,00000006,00001744,00000218,00000331,00000000,00000173,00000000,00000000,00000000,00003031,00000000,00000289,00000000,                                                                                                    
