     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,03/09/2019-03/15/2019,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,                                                                   
R135,NEWKIRK AVE-NOSTRAND AVE      ,00014156,00001098,00000325,00000393,00000000,00011611,00008412,00000000,00000000,00000000,00000005,00000112,00000401,00000004,00001148,00000097,00000151,00000000,00000097,00000000,00000000,00000000,00003408,00000000,00000446,00000000,                                                                                                    
R136,SHEEPSHEAD BAY ROAD           ,00029266,00003388,00000221,00001022,00000014,00009668,00021646,00000000,00000000,00000000,00000024,00000697,00000728,00000006,00001910,00000890,00000347,00000000,00000156,00000000,00000000,00000000,00004519,00000000,00000566,00000000,                                                                                                    
R137,MYRTLE AVE-GATES AVENUE       ,00033563,00001415,00000215,00000447,00000018,00029403,00029551,00000000,00000000,00000000,00000027,00000195,00000833,00000001,00002588,00000225,00000484,00000000,00000272,00000000,00000000,00000000,00006123,00000000,00000461,00000000,                                                                                                    
R138,WEST 4TH ST-WASHINGTON SQ     ,00111267,00007043,00000431,00001382,00000137,00049781,00080984,00000000,00000000,00000000,00000535,00001699,00000961,00000182,00008906,00004071,00002322,00000000,00002809,00000000,00000000,00000000,00003863,00000000,00000345,00000000,                                                                                                    
R139,CANAL STREET-LISPENARD ST     ,00052311,00002210,00000173,00000421,00000260,00019845,00032419,00000000,00000000,00000000,00000119,00000630,00000438,00000487,00003837,00002148,00001020,00000000,00001097,00000000,00000000,00000000,00001897,00000000,00000172,00000000,                                                                                                    
R140,QUEENS PLAZA-JACKSON AVE      ,00025687,00001023,00000184,00000402,00000041,00015213,00026668,00000000,00000000,00000000,00000090,00000237,00000315,00000048,00003632,00000682,00000654,00000000,00000696,00000000,00000000,00000000,00003776,00000000,00001558,00000000,                                                                                                    
R141,71ST AVE-CONTINENTAL AVE      ,00049389,00006974,00000636,00001830,00000040,00020867,00043507,00000000,00000000,00000000,00000106,00001229,00001435,00000054,00004363,00001911,00000791,00000000,00000484,00000000,00000000,00000000,00006347,00000000,00000519,00000000,                                                                                                    
R142,ESSEX ST-DELANCEY ST          ,00060439,00003316,00000390,00001229,00000043,00035194,00045983,00000000,00000000,00000000,00000159,00000609,00001086,00000024,00005345,00001348,00001014,00000000,00001475,00000000,00000000,00000000,00011270,00000000,00000423,00000000,                                                                                                    
R143,28TH STREET-PARK AVE SOUTH    ,00046211,00002552,00000226,00000527,00000154,00017680,00030277,00000000,00000000,00000000,00000152,00000797,00000473,00000102,00005322,00001614,00000925,00000000,00000664,00000000,00000000,00000000,00001491,00000000,00000193,00000000,                                                                                                    
R144,96TH STREET-LEXINGTON AVE     ,00036234,00003768,00000256,00000691,00000051,00016701,00028744,00000000,00000000,00000000,00000194,00000418,00000705,00000080,00003236,00001410,00000857,00000000,00000434,00000000,00000000,00000000,00005354,00000000,00000197,00000000,                                                                                                    
R145,241ST ST-WHITE PLAINS RD      ,00010572,00000624,00000138,00000107,00000004,00007525,00003277,00000000,00000000,00000000,00000009,00000055,00000449,00000000,00000422,00000031,00000057,00000000,00000043,00000000,00000000,00000000,00002146,00000000,00000163,00000000,                                                                                                    
R146,HUNTS PT AVE-SOUTHERN BLVD    ,00015686,00000914,00000202,00000387,00000004,00019007,00009513,00000000,00000000,00000000,00000044,00000065,00000766,00000003,00001322,00000057,00000089,00000000,00000057,00000001,00000000,00000000,00004331,00000000,00000361,00000000,                                                                                                    
R147,61ST STREET-ROOSEVELT AVE     ,00033799,00002879,00000299,00000818,00000233,00021226,00028335,00000000,00000000,00000000,00000032,00000322,00000860,00000299,00001876,00000684,00000526,00000000,00000488,00000000,00000000,00000000,00004669,00000000,00000445,00000000,                                                                                                    
R148,PARKSIDE AVE-OCEAN AVE        ,00010688,00000817,00000169,00000277,00000001,00008636,00011746,00000000,00000000,00000000,00000007,00000091,00000420,00000001,00001617,00000190,00000308,00000000,00000165,00000000,00000000,00000000,00001405,00000000,00000152,00000000,                                                                                                    
R149,NEWKIRK PLAZA                 ,00020110,00002175,00000288,00000598,00000010,00012205,00017626,00000000,00000000,00000000,00000016,00000254,00000675,00000004,00001745,00000435,00000457,00000000,00000148,00000000,00000000,00000000,00003875,00000000,00000387,00000000,                                                                                                    
R150,AVENUE U-EAST 16TH STREET     ,00013465,00001890,00000225,00000935,00000000,00005887,00014276,00000000,00000000,00000000,00000010,00000230,00000432,00000000,00000660,00000313,00000154,00000000,00000058,00000000,00000000,00000000,00002752,00000000,00000189,00000000,                                                                                                    
R151,STILLWELL AVE-CONEY ISLAND    ,00020780,00001819,00000321,00001300,00000005,00015542,00013555,00000000,00000000,00000000,00000013,00000120,00000714,00000005,00000566,00000160,00000109,00000000,00000198,00000000,00000000,00000000,00004491,00000000,00000538,00000000,                                                                                                    
R152,ROCKAWAY PKWY-GLENWOOD RD     ,00017593,00001002,00000322,00000509,00000011,00016279,00011614,00000000,00000000,00000000,00000032,00000158,00000498,00000000,00002034,00000179,00000173,00000000,00000073,00000000,00000000,00000000,00002866,00000000,00000384,00000000,                                                                                                    
R153,UTICA AVE-STUYVESANT AVE      ,00026468,00001334,00000518,00000518,00000009,00026522,00024066,00000000,00000000,00000000,00000020,00000163,00000749,00000001,00002839,00000266,00000485,00000000,00000482,00000000,00000002,00000000,00005886,00000002,00000450,00000000,                                                                                                    
R154,TREMONT AVE-179TH ST          ,00015551,00000969,00000266,00000370,00000006,00019608,00009416,00000000,00000000,00000000,00000010,00000089,00000559,00000003,00001112,00000089,00000168,00000000,00000088,00000000,00000000,00000000,00004113,00000000,00000677,00000000,                                                                                                    
R155,KINGSBRIDGE RD-196TH ST       ,00014474,00000794,00000168,00000300,00000008,00015109,00008312,00000000,00000000,00000000,00000015,00000056,00000489,00000004,00000849,00000076,00000155,00000000,00000117,00000000,00000000,00000000,00004084,00000000,00000494,00000000,                                                                                                    
R156,BEDFORD PARK BLVD-203RD ST    ,00012088,00000864,00000168,00000254,00000002,00011117,00008845,00000000,00000000,00000000,00000010,00000087,00000478,00000003,00001195,00000185,00000165,00000000,00000086,00000000,00000000,00000000,00003803,00000000,00000339,00000000,                                                                                                    
R157,205TH ST-BAINBRIDGE AVE       ,00015705,00000899,00000171,00000307,00000008,00014201,00009660,00000000,00000000,00000000,00000026,00000105,00000405,00000007,00001405,00000100,00000176,00000000,00000083,00000000,00000000,00000000,00003473,00000000,00000523,00000000,                                                                                                    
R158,UNION TURNPIKE-KEW GARDENS    ,00033724,00003580,00000595,00001726,00000049,00024732,00038313,00000000,00000000,00000000,00000098,00000548,00000958,00000032,00003832,00000941,00000487,00000000,00000349,00000000,00000000,00000000,00003494,00000000,00000580,00000000,                                                                                                    
R159,116TH STREET-COLUMBIA         ,00042136,00002699,00000145,00000509,00000098,00010402,00025064,00000000,00000000,00000000,00000091,00000294,00000325,00000132,00001178,00001448,00000772,00000000,00000870,00000000,00000000,00000000,00001522,00000000,00000053,00000000,                                                                                                    
R160,ASTOR PLACE-4 AVENUE          ,00047156,00002939,00000172,00000468,00000100,00018801,00032567,00000001,00000000,00000000,00000118,00000676,00000439,00000161,00004161,00001547,00000900,00000000,00001012,00000000,00000000,00000000,00002224,00000000,00000206,00000000,                                                                                                    
R161,KINGSBRIDGE RD-JEROME AVE     ,00016032,00000920,00000233,00000257,00000006,00016394,00008506,00000000,00000000,00000000,00000032,00000057,00000638,00000004,00000916,00000140,00000250,00000002,00000092,00000000,00000000,00000000,00005243,00000000,00000564,00000000,                                                                                                    
R162,ELDER AVE-WESTCHESTER AVE     ,00012698,00000684,00000124,00000149,00000000,00014855,00005241,00000000,00000000,00000000,00000009,00000054,00000392,00000000,00000413,00000070,00000099,00000000,00000037,00000000,00000000,00000000,00003809,00000000,00000268,00000000,                                                                                                    
R163,14TH STREET-6TH AVENUE        ,00054929,00003437,00000299,00000729,00000033,00023892,00042989,00000000,00000000,00000000,00000174,00001034,00000380,00000036,00005955,00002015,00001335,00000000,00001012,00000000,00000000,00000000,00003729,00000000,00000174,00000000,                                                                                                    
R164,66TH STREET-BROADWAY          ,00051360,00008856,00000393,00001394,00000167,00021798,00035205,00000000,00000001,00000000,00000157,00000788,00000988,00000395,00004105,00002262,00001070,00000000,00000955,00000000,00000000,00000000,00011683,00000000,00000248,00000000,                                                                                                    
R165,TOMPKINSVILLE                 ,00002094,00000076,00000006,00000023,00000000,00000721,00000251,00000000,00000000,00000000,00000014,00000002,00000019,00000000,00000006,00000016,00000000,00000000,00000002,00000000,00000000,00000000,00000514,00000000,00000007,00000000,                                                                                                    
R166,79TH STREET-BROADWAY          ,00034944,00005374,00000332,00000924,00000072,00017269,00026781,00000000,00000000,00000000,00000075,00000520,00000697,00000034,00003018,00001331,00000881,00000000,00000736,00000000,00000000,00000000,00002876,00000000,00000111,00000000,                                                                                                    
R167,86TH STREET-BROADWAY          ,00039241,00007435,00000505,00001179,00000034,00020600,00034225,00000000,00000000,00000000,00000131,00000635,00000991,00000048,00003640,00001671,00001034,00000000,00000590,00000000,00000000,00000000,00005054,00000000,00000200,00000000,                                                                                                    
R168,96TH STREET-BROADWAY          ,00077273,00014035,00001065,00003111,00000087,00045072,00072338,00000000,00000000,00000000,00000174,00001297,00002267,00000123,00008286,00003248,00002166,00000000,00001264,00000000,00000000,00000000,00008367,00000000,00000474,00000000,                                                                                                    
R169,137TH STREET-BROADWAY         ,00020331,00001840,00000336,00000432,00000025,00020278,00021391,00000000,00000000,00000000,00000047,00000095,00000829,00000028,00001757,00000363,00000488,00000000,00000221,00000000,00000000,00000000,00005305,00000000,00000365,00000000,                                                                                                    
R170,14TH STREET-UNION SQUARE      ,00233797,00016597,00001559,00004163,00000549,00110438,00188746,00000000,00000000,00000000,00000839,00003509,00002634,00000708,00023875,00008870,00005176,00000000,00003800,00000000,00000000,00000000,00021845,00000002,00001358,00000000,                                                                                                    
R171,7TH AVENUE-PARK PLACE         ,00020836,00002016,00000147,00000359,00000007,00007558,00022691,00000000,00000000,00000000,00000012,00000381,00000249,00000001,00003746,00001137,00000704,00000000,00000357,00000000,00000000,00000000,00002382,00000000,00000074,00000000,                                                                                                    
R172,BRIGHTON BEACH-CONEY ISLAND   ,00025529,00003206,00000224,00001047,00000006,00011685,00017795,00000000,00000000,00000000,00000013,00000263,00000864,00000008,00000619,00000379,00000218,00000000,00000242,00000000,00000000,00000000,00003978,00000000,00002738,00000000,                                                                                                    
R173,207TH STREET-BROADWAY         ,00014875,00001686,00000247,00000611,00000008,00012925,00015795,00000000,00000000,00000000,00000047,00000122,00000773,00000012,00001957,00000264,00000401,00000000,00000154,00000000,00000000,00000000,00002615,00000000,00000303,00000000,                                                                                                    
R174,181ST STREET-FT WASH AVE      ,00019585,00003160,00000238,00000622,00000004,00012401,00022151,00000000,00000000,00000000,00000012,00000289,00000610,00000022,00002548,00000635,00000559,00000000,00000311,00000000,00000000,00000000,00003150,00000000,00000242,00000000,                                                                                                    
R175,8TH AVENUE-14TH STREET        ,00102513,00005279,00000531,00001333,00000260,00054361,00068584,00000000,00000000,00000000,00000285,00001506,00000970,00000304,00011833,00004143,00002087,00000000,00002933,00000000,00000000,00000000,00009485,00000000,00000376,00000000,                                                                                                    
R176,33RD STREET-PARK AVENUE       ,00064717,00004645,00000357,00000813,00000124,00025773,00044647,00000000,00000000,00000000,00000722,00001272,00000735,00000126,00006591,00002264,00001159,00000000,00000984,00000000,00000000,00000000,00004439,00000000,00000265,00000000,                                                                                                    
R177,68TH STREET-HUNTER COLLEGE    ,00053150,00005100,00000306,00000858,00000198,00021810,00041858,00000000,00000000,00000000,00000351,00000699,00000850,00000285,00003271,00001947,00000922,00000000,00000489,00000000,00000000,00000000,00004663,00000000,00000285,00000000,                                                                                                    
R178,77TH STREET-LEXINGTON AVE     ,00062828,00007000,00000403,00001073,00000149,00025854,00037077,00000000,00000000,00000000,00000265,00000998,00001216,00000182,00003537,00002236,00001095,00000000,00000898,00000000,00000000,00000000,00003831,00000000,00000196,00000000,                                                                                                    
R179,86TH STREET-LEXINGTON AVE     ,00094126,00010285,00000805,00001720,00000206,00048532,00068749,00000000,00000000,00000000,00000325,00001660,00001263,00000409,00008168,00003873,00001994,00000001,00001546,00000000,00000000,00000000,00006735,00000000,00000631,00000000,                                                                                                    
R180,103RD STREET-LEXINGTON AVE    ,00025679,00002260,00000264,00000644,00000034,00018695,00018781,00000000,00000000,00000000,00000077,00000179,00000951,00000030,00001689,00000483,00000434,00000000,00000261,00000000,00000000,00000000,00006633,00000000,00000361,00000000,                                                                                                    
R181,110TH STREET-LEXINGTON AVE    ,00019607,00001700,00000237,00000597,00000008,00016083,00016804,00000000,00000000,00000000,00000074,00000149,00000574,00000015,00001804,00000340,00000416,00000000,00000214,00000000,00000000,00000000,00005290,00000000,00000338,00000000,                                                                                                    
R182,116TH STREET-LEXINGTON AVE    ,00023515,00002009,00000385,00000901,00000009,00024851,00021634,00000000,00000000,00000000,00000064,00000169,00000860,00000011,00002134,00000416,00000355,00000000,00000292,00000000,00000000,00000000,00006995,00000000,00000491,00000000,                                                                                                    
R183,BEDFORD PARK BLVD-JEROME AV   ,00008418,00000499,00000137,00000161,00000010,00007210,00005115,00000000,00000000,00000000,00000015,00000053,00000224,00000000,00000544,00000090,00000082,00000000,00000033,00000000,00000000,00000000,00005949,00000000,00000373,00000000,                                                                                                    
R184,CORTELYOU RD-EAST 16TH ST     ,00013022,00001119,00000142,00000195,00000000,00007581,00011499,00000000,00000000,00000000,00000044,00000130,00000365,00000000,00001396,00000252,00000310,00000000,00000092,00000000,00000000,00000000,00002941,00000000,00000285,00000000,                                                                                                    
R185,DYCKMAN STREET-BROADWAY       ,00012410,00001203,00000125,00000289,00000002,00009713,00011783,00000000,00000000,00000000,00000012,00000140,00000523,00000005,00001288,00000201,00000264,00000000,00000137,00000000,00000000,00000000,00002896,00000000,00000225,00000000,                                                                                                    
R186,86TH ST-CENTRAL PARK WEST     ,00017815,00002467,00000136,00000544,00000032,00008913,00015913,00000000,00000000,00000000,00000055,00000357,00000344,00000042,00002013,00000899,00000500,00000000,00000339,00000000,00000000,00000000,00003177,00000000,00000076,00000000,                                                                                                    
R187,81ST STREET-MUSEUM            ,00026196,00002456,00000150,00000349,00000042,00015844,00015409,00000000,00000000,00000000,00000058,00000255,00000308,00000061,00001980,00000786,00000487,00000000,00000984,00000000,00000000,00000000,00003052,00000000,00000075,00000000,                                                                                                    
R188,50TH STREET-8TH AVENUE        ,00054372,00002817,00000287,00000729,00000239,00028001,00032559,00000000,00000000,00000000,00000157,00000670,00000626,00000168,00004315,00001799,00001002,00000000,00002109,00000000,00000000,00000000,00008294,00000000,00000186,00000000,                                                                                                    
R189,CHRISTOPHER ST-SHERIDAN SQ    ,00028991,00002713,00000177,00000461,00000049,00012114,00015574,00000000,00000000,00000000,00000067,00000409,00000360,00000060,00001859,00001084,00000566,00000000,00000875,00000000,00000000,00000000,00000974,00000000,00000071,00000000,                                                                                                    
R190,23RD STREET-7TH AVENUE        ,00033678,00003521,00000355,00000888,00000081,00016374,00025726,00000000,00000000,00000000,00000157,00000555,00000511,00000065,00003090,00001400,00000753,00000000,00000671,00000000,00000000,00000000,00003548,00000000,00000137,00000000,                                                                                                    
R191,103RD STREET-BROADWAY         ,00020567,00004712,00000304,00000914,00000007,00014885,00019493,00000000,00000000,00000000,00000044,00000224,00000758,00000015,00001774,00000668,00000588,00000000,00000534,00000000,00000000,00000000,00003613,00000000,00000177,00000000,                                                                                                    
R192,110TH STREET-BROADWAY         ,00024773,00003620,00000191,00000814,00000028,00012034,00019918,00000000,00000000,00000000,00000046,00000259,00000523,00000031,00001684,00000749,00000550,00000000,00000473,00000000,00000000,00000000,00003475,00000000,00000135,00000000,                                                                                                    
R193,157TH STREET-BROADWAY         ,00020227,00002239,00000365,00000754,00000009,00022994,00022273,00000000,00000000,00000000,00000025,00000129,00000789,00000004,00001877,00000286,00000424,00000000,00000260,00000000,00000000,00000000,00003473,00000000,00000317,00000000,                                                                                                    
R194,BLEECKER ST-LAFAYETTE ST      ,00040292,00001942,00000136,00000403,00000047,00019038,00028669,00000000,00000000,00000000,00000091,00000649,00000300,00000126,00003559,00001367,00000817,00000000,00000912,00000000,00000000,00000000,00001445,00000000,00000155,00000000,                                                                                                    
R195,161ST STREET-YANKEE STADIUM   ,00039580,00002818,00000554,00001004,00000022,00038340,00025544,00000000,00000000,00000000,00000057,00000264,00001452,00000071,00003665,00000439,00000411,00000000,00000348,00000000,00000000,00000000,00008741,00000000,00001105,00000000,                                                                                                    
R196,PROSPECT PARK-EMPIRE BLVD     ,00017390,00001348,00000293,00000463,00000001,00013173,00019654,00000000,00000000,00000000,00000013,00000144,00000427,00000007,00002614,00000360,00000536,00000000,00000295,00000000,00000000,00000000,00002970,00000000,00000338,00000000,                                                                                                    
R197,36TH STREET-4TH AVENUE        ,00026241,00001585,00000174,00000680,00000033,00016156,00022613,00000000,00000000,00000000,00000035,00000264,00000466,00000011,00001855,00000588,00000603,00000000,00000220,00000000,00000000,00000000,00004544,00000000,00000329,00000000,                                                                                                    
R198,NOSTRAND AVE-FULTON ST        ,00029779,00001657,00000459,00000605,00000017,00026315,00031446,00000000,00000000,00000000,00000052,00000238,00000878,00000006,00004367,00000442,00000744,00000000,00000603,00000000,00000000,00000000,00004669,00000000,00000389,00000000,                                                                                                    
R199,KINGSTON AVE-THROOP AVE       ,00011931,00000577,00000158,00000187,00000000,00009991,00011190,00000000,00000000,00000000,00000006,00000104,00000287,00000000,00001399,00000188,00000270,00000000,00000279,00000000,00000000,00000000,00003223,00000000,00000083,00000000,                                                                                                    
R200,EUCLID AVE-PITKIN AVE         ,00019890,00001195,00000355,00000448,00000005,00015902,00010209,00000000,00000000,00000000,00000016,00000083,00000855,00000001,00000971,00000103,00000161,00000000,00000166,00000000,00000000,00000000,00005827,00000002,00000447,00000000,                                                                                                    
R201,WOODHAVEN BLVD-QUEENS BLVD    ,00035396,00003305,00000454,00001063,00000015,00024432,00030988,00000000,00000000,00000000,00000076,00000374,00000962,00000038,00002736,00000471,00000423,00000000,00000312,00000000,00000000,00000000,00006075,00000000,00000935,00000000,                                                                                                    
R202,63RD DRIVE-REGO PARK          ,00032273,00005766,00000376,00001298,00000050,00013951,00027746,00000000,00000000,00000000,00000038,00000582,00001135,00000025,00002531,00000784,00000630,00000000,00000292,00000000,00000000,00000000,00002563,00000000,00000326,00000000,                                                                                                    
R203,23RD STREET-6TH AVENUE        ,00035436,00001931,00000224,00000530,00000060,00013772,00025835,00000000,00000000,00000000,00000169,00000882,00000298,00000022,00003202,00001502,00000862,00000000,00000611,00000000,00000000,00000000,00001083,00000000,00000106,00000000,                                                                                                    
R204,CHURCH AVE-MCDONALD AVE       ,00021701,00002281,00000305,00000901,00000011,00013725,00019413,00000000,00000000,00000000,00000023,00000231,00000615,00000006,00001500,00000425,00000343,00000000,00000178,00000000,00000000,00000000,00004420,00000000,00000361,00000000,                                                                                                    
R205,149TH ST-GRAND CONCOURSE      ,00022095,00001342,00000445,00000475,00000022,00021655,00014284,00000000,00000000,00000000,00000027,00000097,00000548,00000020,00003371,00000204,00000200,00000000,00000114,00000000,00000000,00000000,00007847,00000000,00002920,00000000,                                                                                                    
R206,125TH STREET-LENOX AVENUE     ,00025523,00002162,00000539,00000946,00000047,00024643,00021872,00000000,00000000,00000000,00000094,00000144,00000891,00000049,00003020,00000454,00000461,00000000,00000375,00000000,00000000,00000000,00004857,00000000,00000422,00000000,                                                                                                    
R207,135TH STREET-LENOX AVENUE     ,00023480,00002607,00000519,00000957,00000025,00021792,00021798,00000000,00000000,00000000,00000047,00000108,00001106,00000025,00004449,00000306,00000575,00000000,00000283,00000000,00000000,00000000,00005993,00000000,00000515,00000000,                                                                                                    
R208,103RD ST-ROOSEVELT AVE        ,00041225,00001330,00000229,00000420,00000009,00046713,00016484,00000000,00000000,00000000,00000023,00000117,00000972,00000002,00000916,00000282,00000356,00000000,00000142,00000000,00000000,00000000,00007269,00000000,00000883,00000000,                                                                                                    
R209,STERLING ST-NOSTRAND AVE      ,00010920,00001123,00000236,00000265,00000009,00007963,00009779,00000000,00000000,00000000,00000012,00000101,00000469,00000002,00001251,00000189,00000286,00000000,00000113,00000000,00000000,00000000,00001839,00000000,00000173,00000000,                                                                                                    
R210,BEVERLY RD-NOSTRAND AVE       ,00008852,00000659,00000175,00000193,00000002,00006403,00005412,00000000,00000000,00000000,00000007,00000062,00000271,00000000,00000711,00000083,00000134,00000000,00000063,00000000,00000000,00000000,00002204,00000000,00000201,00000000,                                                                                                    
R211,KINGS HIGHWAY-EAST 16TH ST    ,00036467,00004532,00000377,00001696,00000019,00016641,00030285,00000000,00000000,00000000,00000071,00000676,00000897,00000013,00001919,00001226,00000417,00000000,00000201,00000000,00000000,00000000,00006153,00000000,00000752,00000000,                                                                                                    
R212,59TH STREET-4TH AVENUE        ,00023809,00001672,00000180,00000717,00000025,00015231,00018078,00000000,00000000,00000000,00000046,00000160,00000585,00000015,00001205,00000259,00000221,00000000,00000183,00000000,00000000,00000000,00005318,00000000,00000405,00000000,                                                                                                    
R213,BAY RIDGE AVE-4TH AVENUE      ,00015438,00001355,00000150,00000422,00000004,00007988,00013227,00000000,00000000,00000000,00000066,00000161,00000426,00000017,00001068,00000389,00000192,00000000,00000083,00000000,00000000,00000000,00003266,00000000,00000254,00000000,                                                                                                    
R214,77TH STREET-4TH AVENUE        ,00013039,00001195,00000097,00000294,00000000,00004722,00009412,00000000,00000000,00000000,00000039,00000313,00000268,00000001,00000968,00000355,00000229,00000000,00000073,00000000,00000000,00000000,00001652,00000000,00000129,00000000,                                                                                                    
R215,86TH STREET-4TH AVENUE        ,00017156,00001467,00000227,00000822,00000003,00011287,00016327,00000000,00000000,00000000,00000144,00000275,00000464,00000003,00001206,00000503,00000331,00000000,00000119,00000000,00000000,00000000,00004887,00000000,00000639,00000000,                                                                                                    
R216,BAY RIDGE - 95TH STREET       ,00013469,00001680,00000122,00000266,00000003,00004874,00009328,00000000,00000000,00000000,00000032,00000195,00000326,00000011,00000952,00000546,00000280,00000000,00000090,00000000,00000000,00000000,00001319,00000000,00000089,00000000,                                                                                                    
R217,HOYT ST-SCHERMERHORN ST       ,00023611,00001315,00000190,00000323,00000010,00014014,00017840,00000000,00000000,00000000,00000019,00000250,00000468,00000002,00002755,00000542,00000546,00000000,00000501,00000000,00000000,00000000,00002547,00000000,00000206,00000000,                                                                                                    
R218,ELMHURST AVE-BROADWAY         ,00022870,00002826,00000293,00000985,00000002,00014784,00027941,00000000,00000000,00000000,00000014,00000159,00000962,00000018,00001491,00000256,00000389,00000000,00000209,00000000,00000000,00000000,00004508,00000000,00000355,00000000,                                                                                                    
R219,67TH AVENUE-QUEENS BLVD       ,00018484,00002998,00000132,00000695,00000012,00005436,00016933,00000000,00000000,00000000,00000026,00000389,00000634,00000023,00001783,00000614,00000454,00000000,00000126,00000000,00000000,00000000,00004889,00000000,00000141,00000000,                                                                                                    
R220,CARROLL ST-PRESIDENT ST       ,00025952,00001667,00000120,00000351,00000003,00010200,00022331,00000000,00000000,00000000,00000004,00000495,00000266,00000009,00003802,00001060,00000806,00000000,00000450,00000000,00000000,00000000,00004056,00000000,00000099,00000000,                                                                                                    
R221,167TH STREET-RIVER AVENUE     ,00014303,00000741,00000211,00000207,00000003,00016321,00007790,00000000,00000000,00000000,00000009,00000034,00000670,00000005,00001019,00000052,00000094,00000000,00000080,00000000,00000000,00000000,00003857,00000000,00000604,00000000,                                                                                                    
R222,177TH STREET-PARKCHESTER      ,00029430,00002344,00000345,00000723,00000007,00023004,00020267,00000000,00000000,00000000,00000132,00000244,00000927,00000015,00002461,00000265,00000250,00000000,00000133,00000000,00000000,00000000,00006907,00000000,00000684,00000000,                                                                                                    
R223,46TH ST-BLISS ST              ,00023337,00002131,00000266,00000501,00000019,00016833,00023762,00000000,00000000,00000000,00000015,00000165,00000728,00000026,00001939,00000317,00000551,00000000,00000295,00000000,00000000,00000000,00003493,00000000,00000264,00000000,                                                                                                    
R224,CLARK STREET-HENRY STREET     ,00012248,00001922,00000078,00000352,00000019,00005085,00010512,00000000,00000000,00000000,00000006,00000185,00000203,00000019,00001361,00000496,00000343,00000000,00000296,00000000,00000000,00000000,00000685,00000000,00000038,00000000,                                                                                                    
R225,HOYT STREET-HOYT STREET       ,00008470,00000846,00000166,00000196,00000028,00006028,00006823,00000000,00000000,00000000,00000015,00000065,00000228,00000047,00001006,00000149,00000181,00000000,00000097,00000000,00000000,00000000,00002419,00000000,00000185,00000000,                                                                                                    
R226,GUN HILL ROAD-SEYMOUR         ,00011006,00000593,00000144,00000153,00000002,00006652,00004204,00000000,00000000,00000000,00000046,00000127,00000342,00000000,00000786,00000112,00000102,00000000,00000046,00000000,00000000,00000000,00002214,00000000,00000247,00000000,                                                                                                    
R227,RECTOR STREET-CHURCH STREET   ,00013307,00001045,00000065,00000175,00000017,00005027,00011007,00000000,00000000,00000000,00000953,00000294,00000109,00000012,00001343,00000581,00000286,00000000,00000273,00000000,00000000,00000000,00000872,00000000,00000024,00000000,                                                                                                    
R228,AVENUE J-EAST 16TH STREET     ,00010591,00001299,00000156,00000561,00000002,00007173,00009623,00000000,00000000,00000000,00000014,00000184,00000276,00000008,00000563,00000307,00000138,00000000,00000055,00000000,00000000,00000000,00002336,00000000,00000271,00000000,                                                                                                    
R229,AVENUE M-EAST 16TH STREET     ,00011949,00001395,00000146,00000367,00000006,00005712,00008185,00000000,00000000,00000000,00000011,00000199,00000368,00000004,00000415,00000449,00000157,00000000,00000063,00000000,00000000,00000000,00003921,00000000,00000173,00000000,                                                                                                    
R230,NECK ROAD-EAST 16TH STREET    ,00009863,00001471,00000041,00000356,00000000,00002340,00009237,00000000,00000000,00000000,00000010,00000209,00000362,00000000,00000557,00000317,00000149,00000000,00000045,00000000,00000000,00000000,00001956,00000000,00000101,00000000,                                                                                                    
R231,UNION STREET-4TH AVENUE       ,00017076,00001086,00000097,00000204,00000012,00006911,00014673,00000000,00000000,00000000,00000017,00000359,00000360,00000005,00002327,00000672,00000547,00000000,00000261,00000000,00000000,00000000,00001408,00000000,00000087,00000000,                                                                                                    
R232,45TH STREET-4TH AVENUE        ,00017118,00001139,00000126,00000369,00000009,00011759,00011311,00000000,00000000,00000000,00000012,00000116,00000428,00000007,00000807,00000142,00000199,00000000,00000092,00000000,00000000,00000000,00004128,00000000,00000314,00000000,                                                                                                    
R233,53RD STREET-4TH AVENUE        ,00020257,00001302,00000160,00000356,00000010,00012419,00013431,00000000,00000000,00000000,00000031,00000106,00000548,00000010,00000805,00000177,00000281,00000000,00000128,00000000,00000000,00000000,00004420,00000000,00000360,00000000,                                                                                                    
R234,50TH STREET-NEW UTRECHT AVE   ,00007542,00000854,00000103,00000209,00000001,00003705,00004267,00000000,00000000,00000000,00000014,00000054,00000322,00000000,00000114,00000097,00000065,00000000,00000049,00000000,00000000,00000000,00001256,00000000,00000074,00000000,                                                                                                    
